ticker,n_members,confirm_date,source_trade_date,entry_date,entry_price,exit_date,exit_price,exit_reason,market_cap_at_entry,gross_return,net_return,holding_days,disclosure_lag_days
V,2,2020-12-03,2020-11-16,2020-12-04 05:00:00+00:00,212.68,2021-03-04 05:00:00+00:00,211.5,stale_90d,99806649476.56,-0.005548241489561789,-0.0063434847990463394,90,17
VFC,2,2016-05-04,2016-03-31,2016-05-05 04:00:00+00:00,63.84,2016-08-03 04:00:00+00:00,60.66,stale_90d,27098483616.960003,-0.049812030075188085,-0.050571876512552794,90,34
WFC,2,2019-05-15,2018-12-05,2019-05-16 04:00:00+00:00,45.9,2019-08-14 04:00:00+00:00,43.97,stale_90d,206290338283.8,-0.0420479302832244,-0.042813985516904296,90,161
WFC,2,2019-03-06,2019-02-25,2019-03-07 05:00:00+00:00,49.68,2019-06-05 04:00:00+00:00,45.86,stale_90d,226015275769.2,-0.07689210950080516,-0.0776303005367901,89,9
WFC,2,2020-04-05,2020-03-04,2020-04-06 04:00:00+00:00,28.63,2020-05-12 04:00:00+00:00,24.3355,stop_loss,117379771280.37999,-0.15000000000000002,-0.1506797281087564,36,32
WMT,2,2017-03-31,2017-03-13,2017-04-03 04:00:00+00:00,71.83,2017-06-30 04:00:00+00:00,75.68,stale_90d,217861042144.57,0.05359877488514564,0.05275623288203901,88,18
WMT,2,2018-03-03,2018-01-08,2018-03-05 05:00:00+00:00,89.98,2018-06-01 04:00:00+00:00,82.99,end_of_window,266555082421.1,-0.07768392976216942,-0.07842148759522627,87,54
WMT,2,2018-03-03,2018-02-20,2018-03-05 05:00:00+00:00,89.98,2018-06-01 04:00:00+00:00,82.99,end_of_window,266555082421.1,-0.07768392976216942,-0.07842148759522627,87,11
WMT,2,2018-05-14,2018-03-05,2018-05-15 04:00:00+00:00,84.52,2018-08-13 04:00:00+00:00,89.64,stale_90d,249392895057.36,0.06057737813535269,0.059729255481905774,90,70
XOM,2,2017-12-13,2017-11-07,2017-12-14 05:00:00+00:00,82.9,2018-03-14 04:00:00+00:00,73.6,stale_90d,351256093783.30005,-0.11218335343787711,-0.11289332276739483,89,36
XOM,2,2018-05-15,2018-04-24,2018-05-16 04:00:00+00:00,82.02,2018-08-14 04:00:00+00:00,78.31,stale_90d,347259100522.74,-0.04523287003169951,-0.04599637833235393,90,21
XOM,2,2019-11-20,2019-09-30,2019-11-21 05:00:00+00:00,69.67,2020-02-19 05:00:00+00:00,60.34,stale_90d,294781159618.22003,-0.1339170374623223,-0.1346096267966187,90,51
XOM,2,2019-12-05,2019-11-05,2019-12-06 05:00:00+00:00,69.51,2020-02-21 05:00:00+00:00,59.0835,stop_loss,294104182647.66003,-0.15000000000000002,-0.15067972810875652,77,30
XOM,2,2020-03-28,2020-03-10,2020-03-30 04:00:00+00:00,37.5,2020-04-29 04:00:00+00:00,46.875,take_profit,158707152900.0,0.25,0.24900039984006406,30,18
