ticker,sector,is_it,year,period,entry_date,surprise_pct,q,f_vol15x,f_rs,f_52w,f_nearearn,atr_pct,flat8_stop_pct,flat8_pos_dollar,flat8_ret_pct,flat8_ret_dollar,flat8_exit,flat8_hold,flat10_stop_pct,flat10_pos_dollar,flat10_ret_pct,flat10_ret_dollar,flat10_exit,flat10_hold,flat12_stop_pct,flat12_pos_dollar,flat12_ret_pct,flat12_ret_dollar,flat12_exit,flat12_hold,atr15_stop_pct,atr15_pos_dollar,atr15_ret_pct,atr15_ret_dollar,atr15_exit,atr15_hold,atr20_stop_pct,atr20_pos_dollar,atr20_ret_pct,atr20_ret_dollar,atr20_exit,atr20_hold
CAG,Consumer Staples,False,2024,IS (2022-2024),2024-07-15,6.39,1,True,False,False,True,1.781,8.0,11000.0,10.4854,1153.4,time,42,10.0,11000.0,10.4854,1153.4,time,42,12.0,11000.0,10.4854,1153.4,time,42,8.0,10000.0,10.4854,1048.54,time,42,8.0,10000.0,10.4854,1048.54,time,42
CAG,Consumer Staples,False,2024,IS (2022-2024),2024-12-23,3.92,1,True,False,False,True,2.421,8.0,11000.0,-4.4059,-484.65,time,42,10.0,11000.0,-4.4059,-484.65,time,42,12.0,11000.0,-4.4059,-484.65,time,42,8.0,10000.0,-4.4059,-440.59,time,42,8.0,10000.0,-4.4059,-440.59,time,42
CAG,Consumer Staples,False,2025,OOS (2025),2025-10-03,17.41,1,True,False,False,True,2.406,8.0,11000.0,-9.3848,-1032.32,hard_stop,26,10.0,11000.0,-11.1407,-1225.47,hard_stop,34,12.0,11000.0,-7.15,-786.5,time,42,8.0,10000.0,-9.3848,-938.48,hard_stop,26,8.0,10000.0,-9.3848,-938.48,hard_stop,26
CAG,Consumer Staples,False,2025,OOS (2025),2025-12-23,3.18,1,True,False,False,True,2.169,8.0,11000.0,12.1101,1332.11,time,42,10.0,11000.0,12.1101,1332.11,time,42,12.0,11000.0,12.1101,1332.11,time,42,8.0,10000.0,12.1101,1211.01,time,42,8.0,10000.0,12.1101,1211.01,time,42
COP,Energy,False,2022,IS (2022-2024),2022-02-07,3.44,2,False,True,True,True,3.875,8.0,11000.0,12.8127,1409.4,time,42,10.0,11000.0,12.8127,1409.4,time,42,12.0,11000.0,12.8127,1409.4,time,42,8.0,10000.0,12.8127,1281.27,time,42,8.0,10000.0,12.8127,1281.27,time,42
COP,Energy,False,2022,IS (2022-2024),2022-05-09,3.09,3,True,True,True,True,4.32,8.0,11000.0,7.8288,861.17,trail_stop,35,10.0,11000.0,7.8288,861.17,trail_stop,35,12.0,11000.0,7.8288,861.17,trail_stop,35,8.0,10000.0,7.8288,782.88,trail_stop,35,8.639,9260.25,7.8288,724.97,trail_stop,35
COP,Energy,False,2022,IS (2022-2024),2022-08-08,1.54,1,False,True,False,True,3.995,8.0,11000.0,17.9234,1971.58,time,42,10.0,11000.0,17.9234,1971.58,time,42,12.0,11000.0,17.9234,1971.58,time,42,8.0,10000.0,17.9234,1792.34,time,42,8.0,10000.0,17.9234,1792.34,time,42
COP,Energy,False,2022,IS (2022-2024),2022-11-07,4.57,2,True,False,True,True,3.357,8.0,11000.0,-9.7354,-1070.9,hard_stop,28,10.0,11000.0,-12.5787,-1383.65,hard_stop,29,12.0,11000.0,-12.5787,-1383.65,hard_stop,29,8.0,10000.0,-9.7354,-973.54,hard_stop,28,8.0,10000.0,-9.7354,-973.54,hard_stop,28
COP,Energy,False,2023,IS (2022-2024),2023-05-08,15.11,1,False,True,False,True,2.785,8.0,11000.0,0.4565,50.21,time,43,10.0,11000.0,0.4565,50.21,time,43,12.0,11000.0,0.4565,50.21,time,43,8.0,10000.0,0.4565,45.65,time,43,8.0,10000.0,0.4565,45.65,time,43
COP,Energy,False,2023,IS (2022-2024),2023-11-06,3.3,1,True,False,False,True,2.276,8.0,11000.0,-3.9593,-435.52,time,42,10.0,11000.0,-3.9593,-435.52,time,42,12.0,11000.0,-3.9593,-435.52,time,42,8.0,10000.0,-3.9593,-395.93,time,42,8.0,10000.0,-3.9593,-395.93,time,42
COP,Energy,False,2024,IS (2022-2024),2024-02-12,10.7,0,False,False,False,True,2.102,8.0,11000.0,12.836,1411.96,time,42,10.0,11000.0,12.836,1411.96,time,42,12.0,11000.0,12.836,1411.96,time,42,8.0,10000.0,12.836,1283.6,time,42,8.0,10000.0,12.836,1283.6,time,42
COP,Energy,False,2024,IS (2022-2024),2024-08-05,1.67,1,True,False,False,True,2.481,8.0,11000.0,5.1198,563.18,trail_stop,32,10.0,11000.0,5.1198,563.18,trail_stop,32,12.0,11000.0,5.1198,563.18,trail_stop,32,8.0,10000.0,5.1198,511.98,trail_stop,32,8.0,10000.0,5.1198,511.98,trail_stop,32
COP,Energy,False,2024,IS (2022-2024),2024-11-04,8.49,1,True,False,False,True,2.119,8.0,11000.0,-8.013,-881.43,hard_stop,42,10.0,11000.0,-8.013,-881.43,time,42,12.0,11000.0,-8.013,-881.43,time,42,8.0,10000.0,-8.013,-801.3,hard_stop,42,8.0,10000.0,-8.013,-801.3,hard_stop,42
COP,Energy,False,2025,OOS (2025),2025-02-10,7.92,0,False,False,False,True,2.247,8.0,11000.0,-8.2667,-909.34,hard_stop,22,10.0,11000.0,-10.0479,-1105.27,hard_stop,23,12.0,11000.0,3.4226,376.49,time,42,8.0,10000.0,-8.2667,-826.67,hard_stop,22,8.0,10000.0,-8.2667,-826.67,hard_stop,22
COP,Energy,False,2025,OOS (2025),2025-05-12,1.98,1,True,False,False,True,2.887,8.0,11000.0,-8.004,-880.44,hard_stop,11,10.0,11000.0,-0.9632,-105.95,time,42,12.0,11000.0,-0.9632,-105.95,time,42,8.0,10000.0,-8.004,-800.4,hard_stop,11,8.0,10000.0,-8.004,-800.4,hard_stop,11
COP,Energy,False,2025,OOS (2025),2025-08-11,4.71,2,True,True,False,True,2.405,8.0,11000.0,-1.9458,-214.04,time,42,10.0,11000.0,-1.9458,-214.04,time,42,12.0,11000.0,-1.9458,-214.04,time,42,8.0,10000.0,-1.9458,-194.58,time,42,8.0,10000.0,-1.9458,-194.58,time,42
COP,Energy,False,2025,OOS (2025),2025-11-10,14.05,2,True,True,False,True,2.198,8.0,11000.0,8.5593,941.53,time,42,10.0,11000.0,8.5593,941.53,time,42,12.0,11000.0,8.5593,941.53,time,42,8.0,10000.0,8.5593,855.93,time,42,8.0,10000.0,8.5593,855.93,time,42
ED,Utilities,False,2022,IS (2022-2024),2022-02-22,16.09,2,False,True,True,True,2.084,8.0,11000.0,12.3277,1356.04,time,42,10.0,11000.0,12.3277,1356.04,time,42,12.0,11000.0,12.3277,1356.04,time,42,8.0,10000.0,12.3277,1232.77,time,42,8.0,10000.0,12.3277,1232.77,time,42
ED,Utilities,False,2022,IS (2022-2024),2022-08-08,9.08,0,False,False,False,True,1.77,8.0,11000.0,1.5364,169.0,time,42,10.0,11000.0,1.5364,169.0,time,42,12.0,11000.0,1.5364,169.0,time,42,8.0,10000.0,1.5364,153.64,time,42,8.0,10000.0,1.5364,153.64,time,42
ED,Utilities,False,2022,IS (2022-2024),2022-11-07,11.29,1,False,True,False,True,2.09,8.0,11000.0,7.5922,835.15,time,42,10.0,11000.0,7.5922,835.15,time,42,12.0,11000.0,7.5922,835.15,time,42,8.0,10000.0,7.5922,759.22,time,42,8.0,10000.0,7.5922,759.22,time,42
ED,Utilities,False,2023,IS (2022-2024),2023-02-21,1.39,2,True,True,False,True,1.943,8.0,11000.0,3.3584,369.43,time,42,10.0,11000.0,3.3584,369.43,time,42,12.0,11000.0,3.3584,369.43,time,42,8.0,10000.0,3.3584,335.84,time,42,8.0,10000.0,3.3584,335.84,time,42
ED,Utilities,False,2023,IS (2022-2024),2023-05-08,16.77,1,False,False,True,True,1.484,8.0,11000.0,-6.6004,-726.05,time,43,10.0,11000.0,-6.6004,-726.05,time,43,12.0,11000.0,-6.6004,-726.05,time,43,8.0,10000.0,-6.6004,-660.04,time,43,8.0,10000.0,-6.6004,-660.04,time,43
ED,Utilities,False,2023,IS (2022-2024),2023-11-06,1.96,0,False,False,False,True,2.047,8.0,11000.0,-0.0082,-0.9,time,42,10.0,11000.0,-0.0082,-0.9,time,42,12.0,11000.0,-0.0082,-0.9,time,42,8.0,10000.0,-0.0082,-0.82,time,42,8.0,10000.0,-0.0082,-0.82,time,42
ED,Utilities,False,2024,IS (2022-2024),2024-02-20,2.75,0,False,False,False,True,1.794,8.0,11000.0,3.6257,398.83,time,42,10.0,11000.0,3.6257,398.83,time,42,12.0,11000.0,3.6257,398.83,time,42,8.0,10000.0,3.6257,362.57,time,42,8.0,10000.0,3.6257,362.57,time,42
ED,Utilities,False,2024,IS (2022-2024),2024-05-06,13.38,0,False,False,False,True,1.822,8.0,11000.0,-4.4049,-484.53,time,42,10.0,11000.0,-4.4049,-484.53,time,42,12.0,11000.0,-4.4049,-484.53,time,42,8.0,10000.0,-4.4049,-440.49,time,42,8.0,10000.0,-4.4049,-440.49,time,42
ED,Utilities,False,2024,IS (2022-2024),2024-08-05,3.55,3,True,True,True,True,1.997,8.0,11000.0,2.7843,306.27,time,42,10.0,11000.0,2.7843,306.27,time,42,12.0,11000.0,2.7843,306.27,time,42,8.0,10000.0,2.7843,278.43,time,42,8.0,10000.0,2.7843,278.43,time,42
ED,Utilities,False,2024,IS (2022-2024),2024-11-11,6.27,2,False,True,True,True,1.87,8.0,11000.0,-8.1874,-900.61,hard_stop,37,10.0,11000.0,-7.3609,-809.7,time,42,12.0,11000.0,-7.3609,-809.7,time,42,8.0,10000.0,-8.1874,-818.74,hard_stop,37,8.0,10000.0,-8.1874,-818.74,hard_stop,37
ED,Utilities,False,2025,OOS (2025),2025-02-24,2.15,1,False,True,False,True,1.823,8.0,11000.0,7.7796,855.75,time,42,10.0,11000.0,7.7796,855.75,time,42,12.0,11000.0,7.7796,855.75,time,42,8.0,10000.0,7.7796,777.96,time,42,8.0,10000.0,7.7796,777.96,time,42
ED,Utilities,False,2025,OOS (2025),2025-05-05,2.42,1,False,False,True,True,2.023,8.0,11000.0,-8.8454,-972.99,hard_stop,8,10.0,11000.0,-7.1088,-781.96,time,42,12.0,11000.0,-7.1088,-781.96,time,42,8.0,10000.0,-8.8454,-884.54,hard_stop,8,8.0,10000.0,-8.8454,-884.54,hard_stop,8
ED,Utilities,False,2025,OOS (2025),2025-08-11,1.82,0,False,False,False,True,1.671,8.0,11000.0,-6.7318,-740.5,time,42,10.0,11000.0,-6.7318,-740.5,time,42,12.0,11000.0,-6.7318,-740.5,time,42,8.0,10000.0,-6.7318,-673.18,time,42,8.0,10000.0,-6.7318,-673.18,time,42
ED,Utilities,False,2025,OOS (2025),2025-11-10,8.28,2,True,True,False,True,2.006,8.0,11000.0,1.3573,149.3,time,42,10.0,11000.0,1.3573,149.3,time,42,12.0,11000.0,1.3573,149.3,time,42,8.0,10000.0,1.3573,135.73,time,42,8.0,10000.0,1.3573,135.73,time,42
STZ,Consumer Staples,False,2022,IS (2022-2024),2022-01-10,12.23,3,True,True,True,True,1.921,8.0,11000.0,-10.6182,-1168.01,hard_stop,36,10.0,11000.0,-10.6182,-1168.01,hard_stop,36,12.0,11000.0,-12.1246,-1333.7,hard_stop,39,8.0,10000.0,-10.6182,-1061.82,hard_stop,36,8.0,10000.0,-10.6182,-1061.82,hard_stop,36
STZ,Consumer Staples,False,2022,IS (2022-2024),2022-04-11,11.76,2,True,True,False,True,2.068,8.0,11000.0,-1.9605,-215.65,time,42,10.0,11000.0,-1.9605,-215.65,time,42,12.0,11000.0,-1.9605,-215.65,time,42,8.0,10000.0,-1.9605,-196.05,time,42,8.0,10000.0,-1.9605,-196.05,time,42
STZ,Consumer Staples,False,2022,IS (2022-2024),2022-07-05,5.46,1,True,False,False,True,2.818,8.0,11000.0,5.6864,625.5,time,42,10.0,11000.0,5.6864,625.5,time,42,12.0,11000.0,5.6864,625.5,time,42,8.0,10000.0,5.6864,568.64,time,42,8.0,10000.0,5.6864,568.64,time,42
STZ,Consumer Staples,False,2022,IS (2022-2024),2022-10-10,12.62,1,True,False,False,True,2.532,8.0,11000.0,12.5587,1381.45,time,42,10.0,11000.0,12.5587,1381.45,time,42,12.0,11000.0,12.5587,1381.45,time,42,8.0,10000.0,12.5587,1255.87,time,42,8.0,10000.0,12.5587,1255.87,time,42
STZ,Consumer Staples,False,2023,IS (2022-2024),2023-04-11,7.39,1,True,False,False,True,1.647,8.0,11000.0,5.6956,626.52,time,42,10.0,11000.0,5.6956,626.52,time,42,12.0,11000.0,5.6956,626.52,time,42,8.0,10000.0,5.6956,569.56,time,42,8.0,10000.0,5.6956,569.56,time,42
STZ,Consumer Staples,False,2023,IS (2022-2024),2023-07-05,2.85,2,True,True,False,True,1.683,8.0,11000.0,8.1961,901.57,time,42,10.0,11000.0,8.1961,901.57,time,42,12.0,11000.0,8.1961,901.57,time,42,8.0,10000.0,8.1961,819.61,time,42,8.0,10000.0,8.1961,819.61,time,42
STZ,Consumer Staples,False,2023,IS (2022-2024),2023-10-09,9.63,1,True,False,False,True,1.889,8.0,11000.0,0.9267,101.93,time,42,10.0,11000.0,0.9267,101.93,time,42,12.0,11000.0,0.9267,101.93,time,42,8.0,10000.0,0.9267,92.67,time,42,8.0,10000.0,0.9267,92.67,time,42
STZ,Consumer Staples,False,2024,IS (2022-2024),2024-01-09,6.46,1,True,False,False,True,1.492,8.0,11000.0,-1.2553,-138.08,time,42,10.0,11000.0,-1.2553,-138.08,time,42,12.0,11000.0,-1.2553,-138.08,time,42,8.0,10000.0,-1.2553,-125.53,time,42,8.0,10000.0,-1.2553,-125.53,time,42
STZ,Consumer Staples,False,2024,IS (2022-2024),2024-04-15,7.57,2,True,False,True,True,1.828,8.0,11000.0,-7.0905,-779.96,time,43,10.0,11000.0,-7.0905,-779.96,time,43,12.0,11000.0,-7.0905,-779.96,time,43,8.0,10000.0,-7.0905,-709.05,time,43,8.0,10000.0,-7.0905,-709.05,time,43
STZ,Consumer Staples,False,2024,IS (2022-2024),2024-07-08,3.36,2,True,True,False,True,2.231,8.0,11000.0,-8.8308,-971.39,hard_stop,28,10.0,11000.0,-5.913,-650.43,time,42,12.0,11000.0,-5.913,-650.43,time,42,8.0,10000.0,-8.8308,-883.08,hard_stop,28,8.0,10000.0,-8.8308,-883.08,hard_stop,28
STZ,Consumer Staples,False,2024,IS (2022-2024),2024-10-07,6.03,2,True,True,False,True,1.98,8.0,11000.0,-1.9855,-218.41,time,42,10.0,11000.0,-1.9855,-218.41,time,42,12.0,11000.0,-1.9855,-218.41,time,42,8.0,10000.0,-1.9855,-198.55,time,42,8.0,10000.0,-1.9855,-198.55,time,42
STZ,Consumer Staples,False,2025,OOS (2025),2025-10-08,6.51,2,True,True,False,True,2.389,8.0,11000.0,-8.1784,-899.63,hard_stop,29,10.0,11000.0,-7.2311,-795.43,time,42,12.0,11000.0,-7.2311,-795.43,time,42,8.0,10000.0,-8.1784,-817.84,hard_stop,29,8.0,10000.0,-8.1784,-817.84,hard_stop,29
CEG,Utilities,False,2022,IS (2022-2024),2022-05-16,80.32,1,True,False,False,True,5.135,8.0,11000.0,11.6514,1281.65,trail_stop,24,10.0,11000.0,11.6514,1281.65,trail_stop,24,12.0,11000.0,11.6514,1281.65,trail_stop,24,8.0,10000.0,11.6514,1165.14,trail_stop,24,10.27,7789.72,11.6514,907.61,trail_stop,24
CEG,Utilities,False,2022,IS (2022-2024),2022-08-08,158.13,2,False,True,True,True,3.983,8.0,11000.0,14.1632,1557.95,time,42,10.0,11000.0,14.1632,1557.95,time,42,12.0,11000.0,14.1632,1557.95,time,42,8.0,10000.0,14.1632,1416.32,time,42,8.0,10000.0,14.1632,1416.32,time,42
CEG,Utilities,False,2023,IS (2022-2024),2023-08-07,85.9,3,True,True,True,True,2.281,8.0,11000.0,6.1734,679.08,time,42,10.0,11000.0,6.1734,679.08,time,42,12.0,11000.0,6.1734,679.08,time,42,8.0,10000.0,6.1734,617.34,time,42,8.0,10000.0,6.1734,617.34,time,42
CEG,Utilities,False,2023,IS (2022-2024),2023-11-08,19.23,2,True,False,True,True,2.77,8.0,11000.0,-8.0003,-880.03,hard_stop,29,10.0,11000.0,-2.6066,-286.73,time,42,12.0,11000.0,-2.6066,-286.73,time,42,8.0,10000.0,-8.0003,-800.03,hard_stop,29,8.0,10000.0,-8.0003,-800.03,hard_stop,29
CEG,Utilities,False,2024,IS (2022-2024),2024-05-13,41.36,2,True,False,True,True,3.204,8.0,11000.0,-8.6163,-947.79,hard_stop,25,10.0,11000.0,-0.2625,-28.88,time,42,12.0,11000.0,-0.2625,-28.88,time,42,8.0,10000.0,-8.6163,-861.63,hard_stop,25,8.0,10000.0,-8.6163,-861.63,hard_stop,25
CEG,Utilities,False,2024,IS (2022-2024),2024-11-06,2.3,3,True,True,True,True,3.865,8.0,11000.0,5.8675,645.43,trail_stop,27,10.0,11000.0,5.8675,645.43,trail_stop,27,12.0,11000.0,5.8675,645.43,trail_stop,27,8.0,10000.0,5.8675,586.75,trail_stop,27,8.0,10000.0,5.8675,586.75,trail_stop,27
CEG,Utilities,False,2025,OOS (2025),2025-02-20,14.06,1,False,False,True,True,4.409,8.0,11000.0,-10.4098,-1145.08,hard_stop,1,10.0,11000.0,-10.4098,-1145.08,hard_stop,1,12.0,11000.0,-15.6761,-1724.37,hard_stop,4,8.0,10000.0,-10.4098,-1040.98,hard_stop,1,8.818,9072.02,-10.4098,-944.38,hard_stop,1
CEG,Utilities,False,2025,OOS (2025),2025-08-11,4.24,1,False,False,True,True,4.067,8.0,11000.0,-8.2943,-912.37,hard_stop,18,10.0,11000.0,-10.2,-1122.0,hard_stop,25,12.0,11000.0,3.3602,369.63,time,42,8.0,10000.0,-8.2943,-829.43,hard_stop,18,8.134,9835.64,-8.2943,-815.8,hard_stop,18
COO,Health Care,False,2022,IS (2022-2024),2022-03-07,4.15,1,False,True,False,True,2.648,8.0,11000.0,-9.3835,-1032.18,hard_stop,1,10.0,11000.0,-5.8507,-643.58,time,42,12.0,11000.0,-5.8507,-643.58,time,42,8.0,10000.0,-9.3835,-938.35,hard_stop,1,8.0,10000.0,-9.3835,-938.35,hard_stop,1
COO,Health Care,False,2023,IS (2022-2024),2023-03-06,7.45,1,False,True,False,True,2.763,8.0,11000.0,5.8348,641.82,time,42,10.0,11000.0,5.8348,641.82,time,42,12.0,11000.0,5.8348,641.82,time,42,8.0,10000.0,5.8348,583.48,time,42,8.0,10000.0,5.8348,583.48,time,42
COO,Health Care,False,2023,IS (2022-2024),2023-06-05,1.69,1,False,False,True,True,2.119,8.0,11000.0,9.7479,1072.27,time,42,10.0,11000.0,9.7479,1072.27,time,42,12.0,11000.0,9.7479,1072.27,time,42,8.0,10000.0,9.7479,974.79,time,42,8.0,10000.0,9.7479,974.79,time,42
COO,Health Care,False,2024,IS (2022-2024),2024-03-04,8.47,3,True,True,True,True,2.532,8.0,11000.0,-8.3317,-916.49,hard_stop,39,10.0,11000.0,-9.7824,-1076.06,time,42,12.0,11000.0,-9.7824,-1076.06,time,42,8.0,10000.0,-8.3317,-833.17,hard_stop,39,8.0,10000.0,-8.3317,-833.17,hard_stop,39
COO,Health Care,False,2024,IS (2022-2024),2024-06-03,2.59,2,True,True,False,True,2.45,8.0,11000.0,-8.4173,-925.9,hard_stop,28,10.0,11000.0,-6.0002,-660.02,time,42,12.0,11000.0,-6.0002,-660.02,time,42,8.0,10000.0,-8.4173,-841.73,hard_stop,28,8.0,10000.0,-8.4173,-841.73,hard_stop,28
COO,Health Care,False,2024,IS (2022-2024),2024-08-30,5.42,2,False,True,True,True,2.323,8.0,11000.0,0.3384,37.23,time,42,10.0,11000.0,0.3384,37.23,time,42,12.0,11000.0,0.3384,37.23,time,42,8.0,10000.0,0.3384,33.84,time,42,8.0,10000.0,0.3384,33.84,time,42
COO,Health Care,False,2024,IS (2022-2024),2024-12-09,4.01,0,False,False,False,True,2.341,8.0,11000.0,-8.0527,-885.8,hard_stop,24,10.0,11000.0,-3.2961,-362.58,time,43,12.0,11000.0,-3.2961,-362.58,time,43,8.0,10000.0,-8.0527,-805.27,hard_stop,24,8.0,10000.0,-8.0527,-805.27,hard_stop,24
COO,Health Care,False,2025,OOS (2025),2025-03-10,0.93,1,True,False,False,True,2.807,8.0,11000.0,-8.8746,-976.2,hard_stop,3,10.0,11000.0,-13.517,-1486.87,hard_stop,25,12.0,11000.0,-13.517,-1486.87,hard_stop,25,8.0,10000.0,-8.8746,-887.46,hard_stop,3,8.0,10000.0,-8.8746,-887.46,hard_stop,3
COO,Health Care,False,2025,OOS (2025),2025-06-02,3.31,1,True,False,False,True,4.09,8.0,11000.0,8.4428,928.71,time,42,10.0,11000.0,8.4428,928.71,time,42,12.0,11000.0,8.4428,928.71,time,42,8.0,10000.0,8.4428,844.28,time,42,8.18,9779.61,8.4428,825.67,time,42
COO,Health Care,False,2025,OOS (2025),2025-08-29,3.04,1,True,False,False,True,3.789,8.0,11000.0,5.0876,559.64,time,42,10.0,11000.0,5.0876,559.64,time,42,12.0,11000.0,5.0876,559.64,time,42,8.0,10000.0,5.0876,508.76,time,42,8.0,10000.0,5.0876,508.76,time,42
CPRT,Industrials,False,2022,IS (2022-2024),2022-02-18,2.43,1,False,True,False,True,3.165,8.0,11000.0,-12.0205,-1322.26,hard_stop,17,10.0,11000.0,-12.0205,-1322.26,hard_stop,17,12.0,11000.0,-12.0205,-1322.26,hard_stop,17,8.0,10000.0,-12.0205,-1202.05,hard_stop,17,8.0,10000.0,-12.0205,-1202.05,hard_stop,17
CPRT,Industrials,False,2022,IS (2022-2024),2022-09-09,2.9,0,False,False,False,True,2.654,8.0,11000.0,-10.2341,-1125.75,hard_stop,13,10.0,11000.0,-10.2341,-1125.75,hard_stop,13,12.0,11000.0,-6.3472,-698.19,time,42,8.0,10000.0,-10.2341,-1023.41,hard_stop,13,8.0,10000.0,-10.2341,-1023.41,hard_stop,13
CPRT,Industrials,False,2023,IS (2022-2024),2023-02-22,5.87,2,True,False,True,True,2.208,8.0,11000.0,7.6701,843.71,time,42,10.0,11000.0,7.6701,843.71,time,42,12.0,11000.0,7.6701,843.71,time,42,8.0,10000.0,7.6701,767.01,time,42,8.0,10000.0,7.6701,767.01,time,42
CPRT,Industrials,False,2023,IS (2022-2024),2023-05-19,12.54,3,True,True,True,True,1.647,8.0,11000.0,3.1554,347.09,time,42,10.0,11000.0,3.1554,347.09,time,42,12.0,11000.0,3.1554,347.09,time,42,8.0,10000.0,3.1554,315.54,time,42,8.0,10000.0,3.1554,315.54,time,42
CPRT,Industrials,False,2023,IS (2022-2024),2023-09-18,4.82,0,False,False,False,True,2.094,8.0,11000.0,-1.9331,-212.65,time,42,10.0,11000.0,-1.9331,-212.65,time,42,12.0,11000.0,-1.9331,-212.65,time,42,8.0,10000.0,-1.9331,-193.31,time,42,8.0,10000.0,-1.9331,-193.31,time,42
CPRT,Industrials,False,2023,IS (2022-2024),2023-11-20,4.65,2,False,True,True,True,2.204,8.0,11000.0,-5.1697,-568.66,time,43,10.0,11000.0,-5.1697,-568.66,time,43,12.0,11000.0,-5.1697,-568.66,time,43,8.0,10000.0,-5.1697,-516.97,time,43,8.0,10000.0,-5.1697,-516.97,time,43
CPRT,Industrials,False,2025,OOS (2025),2025-02-24,7.52,1,True,False,False,True,2.173,8.0,11000.0,-4.5591,-501.5,time,42,10.0,11000.0,-4.5591,-501.5,time,42,12.0,11000.0,-4.5591,-501.5,time,42,8.0,10000.0,-4.5591,-455.91,time,42,8.0,10000.0,-4.5591,-455.91,time,42
CPRT,Industrials,False,2025,OOS (2025),2025-09-08,13.29,1,True,False,False,True,2.276,8.0,11000.0,-8.3624,-919.87,hard_stop,21,10.0,11000.0,-8.0337,-883.71,time,42,12.0,11000.0,-8.0337,-883.71,time,42,8.0,10000.0,-8.3624,-836.24,hard_stop,21,8.0,10000.0,-8.3624,-836.24,hard_stop,21
CPRT,Industrials,False,2025,OOS (2025),2025-11-24,5.09,0,False,False,False,True,2.65,8.0,11000.0,-5.1206,-563.27,time,42,10.0,11000.0,-5.1206,-563.27,time,42,12.0,11000.0,-5.1206,-563.27,time,42,8.0,10000.0,-5.1206,-512.06,time,42,8.0,10000.0,-5.1206,-512.06,time,42
GLW,Information Technology,True,2022,IS (2022-2024),2022-01-28,4.06,2,True,True,False,True,3.595,8.0,11000.0,-8.4877,-933.64,hard_stop,39,10.0,11000.0,-9.7996,-1077.96,time,42,12.0,11000.0,-9.7996,-1077.96,time,42,8.0,10000.0,-8.4877,-848.77,hard_stop,39,8.0,10000.0,-8.4877,-848.77,hard_stop,39
GLW,Information Technology,True,2022,IS (2022-2024),2022-04-28,9.17,2,True,True,False,True,2.538,8.0,11000.0,-8.1644,-898.08,hard_stop,21,10.0,11000.0,-5.4119,-595.31,time,42,12.0,11000.0,-5.4119,-595.31,time,42,8.0,10000.0,-8.1644,-816.44,hard_stop,21,8.0,10000.0,-8.1644,-816.44,hard_stop,21
GLW,Information Technology,True,2022,IS (2022-2024),2022-07-28,1.25,2,True,True,False,True,2.727,8.0,11000.0,-8.2972,-912.69,hard_stop,40,10.0,11000.0,-7.4022,-814.25,time,42,12.0,11000.0,-7.4022,-814.25,time,42,8.0,10000.0,-8.2972,-829.72,hard_stop,40,8.0,10000.0,-8.2972,-829.72,hard_stop,40
GLW,Information Technology,True,2023,IS (2022-2024),2023-02-02,6.83,2,True,True,False,True,2.371,8.0,11000.0,-5.3135,-584.48,time,42,10.0,11000.0,-5.3135,-584.48,time,42,12.0,11000.0,-5.3135,-584.48,time,42,8.0,10000.0,-5.3135,-531.35,time,42,8.0,10000.0,-5.3135,-531.35,time,42
GLW,Information Technology,True,2023,IS (2022-2024),2023-04-27,4.7,1,True,False,False,True,2.044,8.0,11000.0,-0.4861,-53.47,time,42,10.0,11000.0,-0.4861,-53.47,time,42,12.0,11000.0,-0.4861,-53.47,time,42,8.0,10000.0,-0.4861,-48.61,time,42,8.0,10000.0,-0.4861,-48.61,time,42
GLW,Information Technology,True,2024,IS (2022-2024),2024-05-02,8.44,2,True,True,False,True,2.16,8.0,11000.0,12.4382,1368.2,time,42,10.0,11000.0,12.4382,1368.2,time,42,12.0,11000.0,12.4382,1368.2,time,42,8.0,10000.0,12.4382,1243.82,time,42,8.0,10000.0,12.4382,1243.82,time,42
GLW,Information Technology,True,2024,IS (2022-2024),2024-10-31,3.05,2,True,False,True,True,2.44,8.0,11000.0,1.4754,162.3,time,42,10.0,11000.0,1.4754,162.3,time,42,12.0,11000.0,1.4754,162.3,time,42,8.0,10000.0,1.4754,147.54,time,42,8.0,10000.0,1.4754,147.54,time,42
GLW,Information Technology,True,2025,OOS (2025),2025-01-31,2.1,2,True,False,True,True,3.976,8.0,11000.0,-9.2375,-1016.12,hard_stop,34,10.0,11000.0,-10.2346,-1125.81,hard_stop,38,12.0,11000.0,-6.7645,-744.09,time,42,8.0,10000.0,-9.2375,-923.75,hard_stop,34,8.0,10000.0,-9.2375,-923.75,hard_stop,34
GLW,Information Technology,True,2025,OOS (2025),2025-05-01,5.43,0,False,False,False,True,3.345,8.0,11000.0,12.9392,1423.32,time,42,10.0,11000.0,12.9392,1423.32,time,42,12.0,11000.0,12.9392,1423.32,time,42,8.0,10000.0,12.9392,1293.92,time,42,8.0,10000.0,12.9392,1293.92,time,42
GLW,Information Technology,True,2025,OOS (2025),2025-07-31,5.13,3,True,True,True,True,2.566,8.0,11000.0,16.7531,1842.85,time,42,10.0,11000.0,16.7531,1842.85,time,42,12.0,11000.0,16.7531,1842.85,time,42,8.0,10000.0,16.7531,1675.31,time,42,8.0,10000.0,16.7531,1675.31,time,42
