gap,vol,entry,maxhold,period,n_trades,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,win_rate_pct,expectancy_pct,median_return_pct,profit_factor,largest_winner_contrib_pct,expectancy_ex_top1_pct,avg_invested_frac_pct,recon_ok
0.1,1.5,breakout,20,OOS_2025,2,-0.09470716185839834,-0.24672722438728867,-0.2609758039501048,-0.3585878670021816,50.0,0.7525522547913388,0.7525522547913388,3.0585515175432096,100.0,-0.7391244742134262,2.037032015231925,True
0.1,1.5,breakout,30,IS_2022_2024,6,0.4155974992286593,0.1588038861585206,-0.7535687659974827,0.3629592830403165,50.0,1.2169930600093712,0.21533090447958259,1.4616106010293444,45.597680247235466,-0.6007183466292298,0.7693374999169876,True
0.1,1.5,breakout,30,OOS_2025,2,-0.13008446998751255,-0.3060580454885886,-0.3370517970035407,-0.3761028976537717,50.0,0.3846467530378317,0.3846467530378317,1.2140892166885675,100.0,-3.747713268951225,2.7847820035651107,True
0.1,2.0,next_open,10,IS_2022_2024,6,0.37219393348459917,0.14670057811103643,-0.6549578796049508,0.4878831003580226,50.0,1.0602931761507026,0.8038494860400758,1.4364975846228387,45.43782329415119,-0.6117200456541338,0.28834687090417965,True
0.1,2.0,next_open,10,OOS_2025,3,-0.3629593285402355,-0.4762764442620804,-0.6037432755199669,-0.8222605506373253,33.33333333333333,-1.1690725515576852,-2.304886215611879,0.4341343821610055,100.0,-3.1071114529678145,0.695408119749494,True
0.1,2.0,next_open,20,IS_2022_2024,6,0.45832654849888854,0.17771836220978887,-0.6549578796049508,0.4636366530750341,50.0,1.3563998407430646,0.17851202635091878,1.5570141309841665,43.11620149199319,-0.2987828442216056,0.5275909293990965,True
0.1,2.0,next_open,20,OOS_2025,3,-0.28903762847035663,-0.3793201033792659,-0.6032983848295062,-0.5623991432205856,33.33333333333333,-0.6679901850602559,-0.7391244742134262,0.5656742534666303,100.0,-2.324230582268588,1.209320743397846,True
0.1,2.0,next_open,30,IS_2022_2024,6,0.8663858244951195,0.3305964191718802,-0.6549578796049508,0.7513276636864205,50.0,2.729099058988331,1.4922061621104543,2.1279696818588025,39.244409848743736,0.8304643362722252,0.7672296875005992,True
0.1,2.0,next_open,30,OOS_2025,3,-0.3244081021726575,-0.42571513013242024,-0.6035111768110257,-0.5559637274145118,33.33333333333333,-0.910294726310179,-3.747713268951225,0.6419826936489363,100.0,-3.8285249796374874,1.7293874766499229,True
0.1,2.0,breakout,10,IS_2022_2024,6,-0.003935891751094545,-0.0015531001137714107,-0.7535687659974827,-0.0038655468474593476,50.0,-0.18842404356032388,-0.9608441335014817,0.9166488848385619,50.41887018214219,-1.6836680247224047,0.29919233042985227,True
