ticker,sector,earn_date,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,return_dollar,eps_reported,eps_estimate,surprise_pct,spy_bull_regime,year
CTVA,Materials,2025-08-06,2025-08-08,70.7779,2025-09-19,70.5122,time,42,-0.38,-41.29,2.2,1.88,17.09,True,2025
CTVA,Materials,2025-11-04,2025-11-06,62.7803,2025-12-18,66.8096,time,42,6.42,705.98,-0.47,-0.57,17.54,True,2025
CSGP,Real Estate,2025-02-18,2025-02-20,79.21,2025-04-03,76.35,time,42,-3.61,-397.17,0.15,0.13,13.21,True,2025
CSGP,Real Estate,2025-04-29,2025-05-01,74.74,2025-06-12,82.37,time,42,10.21,1122.96,0.15,0.11,43.86,False,2025
CSGP,Real Estate,2025-07-22,2025-07-24,90.84,2025-09-04,89.1,time,42,-1.92,-210.7,0.01,-0.04,128.48,True,2025
CSGP,Real Estate,2025-10-28,2025-10-30,70.66,2025-12-11,67.47,time,42,-4.51,-496.6,0.23,0.19,21.82,True,2025
COST,Consumer Staples,2025-05-29,2025-06-02,1028.4806,2025-07-14,975.4192,time,42,-5.16,-567.51,4.28,4.23,1.23,True,2025
COST,Consumer Staples,2025-09-25,2025-09-29,912.473,2025-11-10,912.9861,time,42,0.06,6.19,5.87,5.8,1.13,True,2025
COST,Consumer Staples,2025-12-11,2025-12-15,879.6302,2026-01-26,974.9215,time,42,10.83,1191.64,4.5,4.28,5.21,True,2025
CRH,Materials,2025-11-05,2025-11-07,112.6123,2025-12-19,123.534,time,42,9.7,1066.83,2.23,2.21,0.93,True,2025
CRWD,Information Technology,2025-03-04,2025-03-06,356.58,2025-03-10,308.86,hard_stop,4,-13.38,-1472.1,1.03,0.86,19.85,True,2025
CRWD,Information Technology,2025-06-03,2025-06-05,462.325,2025-07-14,476.18,trail_stop,39,3.0,329.65,0.73,0.66,10.62,True,2025
CRWD,Information Technology,2025-08-27,2025-08-29,444.865,2025-10-10,493.66,time,42,10.97,1206.53,0.93,0.83,12.05,True,2025
CRWD,Information Technology,2025-12-02,2025-12-04,523.91,2025-12-17,470.02,hard_stop,13,-10.29,-1131.47,0.96,0.94,1.98,True,2025
CCI,Real Estate,2025-07-23,2025-07-25,109.8438,2025-08-08,100.8671,hard_stop,14,-8.17,-898.95,0.67,0.51,30.11,True,2025
CCI,Real Estate,2025-10-22,2025-10-24,96.2936,2025-10-31,88.0649,hard_stop,7,-8.55,-939.99,0.74,0.53,40.41,True,2025
CSX,Industrials,2025-07-23,2025-07-25,34.9941,2025-08-26,32.0565,hard_stop,32,-8.39,-923.4,0.44,0.42,5.7,True,2025
CSX,Industrials,2025-10-16,2025-10-20,36.6037,2025-11-20,33.4458,hard_stop,31,-8.63,-949.0,0.44,0.42,3.79,True,2025
CMI,Industrials,2025-05-05,2025-05-07,292.9947,2025-06-18,310.0252,time,42,5.81,639.38,5.96,4.85,22.97,False,2025
CMI,Industrials,2025-08-05,2025-08-07,379.857,2025-09-18,421.8095,time,42,11.04,1214.87,6.43,5.21,23.53,True,2025
CMI,Industrials,2025-11-06,2025-11-10,472.2319,2025-12-22,515.9197,time,42,9.25,1017.65,5.03,4.84,3.95,True,2025
CVS,Health Care,2025-02-12,2025-02-14,63.8714,2025-03-28,64.1101,time,42,0.37,41.11,1.19,0.92,29.56,True,2025
CVS,Health Care,2025-05-01,2025-05-05,65.8226,2025-05-13,58.3653,hard_stop,8,-11.33,-1246.23,1.41,1.28,10.53,False,2025
CVS,Health Care,2025-07-31,2025-08-04,60.4842,2025-09-15,71.6409,time,42,18.45,2029.02,1.81,1.46,23.85,True,2025
CVS,Health Care,2025-10-29,2025-10-31,75.363,2025-12-12,78.0865,time,42,3.61,397.52,1.6,1.36,17.93,True,2025
DHR,Health Care,2025-04-22,2025-04-24,195.3538,2025-06-05,190.8349,time,42,-2.31,-254.45,1.88,1.64,14.38,False,2025
DHR,Health Care,2025-10-21,2025-10-23,216.837,2025-12-04,226.3335,time,42,4.38,481.76,1.89,1.72,9.78,True,2025
DRI,Consumer Discretionary,2025-06-20,2025-06-24,216.863,2025-07-24,198.1549,hard_stop,30,-8.63,-948.94,2.98,2.97,0.44,True,2025
DDOG,Information Technology,2025-02-13,2025-02-18,128.31,2025-02-24,117.51,hard_stop,6,-8.42,-925.88,0.13,0.1,27.91,True,2025
DDOG,Information Technology,2025-05-06,2025-05-08,107.375,2025-06-20,127.5,time,43,18.74,2061.7,0.46,0.42,8.45,False,2025
DDOG,Information Technology,2025-08-07,2025-08-11,129.46,2025-09-22,138.35,time,42,6.87,755.37,0.46,0.41,12.84,True,2025
DDOG,Information Technology,2025-11-06,2025-11-10,192.91,2025-11-18,176.46,hard_stop,8,-8.53,-938.0,0.1,0.03,260.75,True,2025
DVA,Health Care,2025-02-13,2025-02-18,158.01,2025-02-21,142.4,hard_stop,3,-9.88,-1086.7,2.24,2.13,5.39,True,2025
DVA,Health Care,2025-08-05,2025-08-07,129.01,2025-09-18,130.23,time,42,0.95,104.02,2.95,2.75,7.32,True,2025
DECK,Consumer Discretionary,2025-01-30,2025-02-03,174.5,2025-02-11,157.64,hard_stop,8,-9.66,-1062.81,3.0,2.59,15.63,True,2025
DECK,Consumer Discretionary,2025-05-22,2025-05-27,102.76,2025-07-08,105.29,time,42,2.46,270.83,1.0,0.61,65.07,True,2025
DECK,Consumer Discretionary,2025-07-24,2025-07-28,118.5,2025-07-31,106.17,hard_stop,3,-10.41,-1144.56,0.93,0.68,36.68,True,2025
DECK,Consumer Discretionary,2025-10-23,2025-10-27,88.3,2025-10-30,80.89,hard_stop,3,-8.39,-923.1,1.82,1.58,14.89,True,2025
DE,Industrials,2025-05-15,2025-05-19,519.2053,2025-06-30,503.5009,time,42,-3.02,-332.72,6.64,5.62,18.05,True,2025
DE,Industrials,2025-08-14,2025-08-18,481.5781,2025-09-29,460.9228,time,42,-4.29,-471.8,4.75,4.63,2.61,True,2025
DE,Industrials,2025-11-26,2025-12-01,460.7738,2026-01-12,489.3089,time,42,6.19,681.22,3.93,3.81,3.25,True,2025
DELL,Information Technology,2025-02-27,2025-03-03,101.4372,2025-03-04,92.0706,hard_stop,1,-9.23,-1015.73,2.68,2.52,6.42,True,2025
DELL,Information Technology,2025-08-28,2025-09-02,117.8056,2025-10-10,148.9211,trail_stop,38,26.41,2905.38,2.32,2.29,1.24,True,2025
DELL,Information Technology,2025-11-25,2025-11-28,133.1735,2025-12-18,122.0269,hard_stop,20,-8.37,-920.7,2.59,2.48,4.55,True,2025
DAL,Industrials,2025-01-10,2025-01-14,65.3595,2025-02-21,58.9709,hard_stop,38,-9.77,-1075.19,1.85,1.74,6.18,True,2025
DAL,Industrials,2025-04-09,2025-04-11,38.6708,2025-05-21,47.6976,trail_stop,40,23.34,2567.69,0.46,0.39,19.14,False,2025
DAL,Industrials,2025-07-10,2025-07-14,56.1067,2025-08-01,50.7214,hard_stop,18,-9.6,-1055.82,2.1,2.06,1.89,True,2025
DAL,Industrials,2025-10-09,2025-10-13,57.7421,2025-11-24,60.3455,time,42,4.51,495.96,1.71,1.53,11.87,True,2025
DVN,Energy,2025-02-18,2025-02-20,36.826,2025-03-03,33.3031,hard_stop,11,-9.57,-1052.3,1.16,1.0,15.69,True,2025
DVN,Energy,2025-11-05,2025-11-07,32.4307,2025-12-16,34.9077,trail_stop,39,7.64,840.14,1.04,0.94,10.56,True,2025
FANG,Energy,2025-02-24,2025-02-26,145.9583,2025-04-04,119.4359,hard_stop,37,-18.17,-1998.83,3.64,3.38,7.54,True,2025
FANG,Energy,2025-05-05,2025-05-07,128.5362,2025-05-30,131.1651,trail_stop,23,2.05,224.98,4.54,4.2,8.11,False,2025
FANG,Energy,2025-11-03,2025-11-05,136.6745,2025-12-16,147.3638,trail_stop,41,7.82,860.31,3.08,2.94,4.59,True,2025
DLR,Real Estate,2025-02-13,2025-02-18,159.976,2025-03-06,143.0081,hard_stop,16,-10.61,-1166.72,0.29,0.26,13.27,True,2025
DLR,Real Estate,2025-04-24,2025-04-28,154.6687,2025-06-09,171.6727,time,42,10.99,1209.32,0.38,0.24,59.04,False,2025
DLR,Real Estate,2025-07-24,2025-07-28,173.2588,2025-09-03,158.015,hard_stop,37,-8.8,-967.81,2.94,0.36,710.88,True,2025
DLR,Real Estate,2025-10-23,2025-10-27,176.6535,2025-11-12,161.4988,hard_stop,16,-8.58,-943.66,0.34,0.23,46.53,True,2025
DG,Consumer Staples,2025-03-13,2025-03-17,77.8077,2025-04-09,84.308,trail_stop,23,8.35,918.97,1.68,1.5,11.63,False,2025
DG,Consumer Staples,2025-06-03,2025-06-05,109.8199,2025-07-17,107.6019,time,42,-2.02,-222.16,1.78,1.48,19.88,True,2025
DG,Consumer Staples,2025-08-28,2025-09-02,108.1142,2025-10-01,98.1943,hard_stop,29,-9.18,-1009.29,1.86,1.57,18.25,True,2025
DG,Consumer Staples,2025-12-04,2025-12-08,131.8894,2026-01-20,145.938,time,43,10.65,1171.69,1.28,0.93,38.27,True,2025
DLTR,Consumer Staples,2025-03-26,2025-03-28,77.24,2025-04-03,67.22,hard_stop,6,-12.97,-1426.98,2.29,2.2,4.15,False,2025
DLTR,Consumer Staples,2025-06-04,2025-06-06,96.32,2025-07-18,110.12,time,42,14.33,1576.0,1.26,1.21,4.51,True,2025
DLTR,Consumer Staples,2025-09-03,2025-09-05,100.18,2025-10-01,90.32,hard_stop,26,-9.84,-1082.65,0.77,0.41,87.65,True,2025
DLTR,Consumer Staples,2025-12-03,2025-12-05,115.92,2025-12-23,119.53,trail_stop,18,3.11,342.56,1.21,1.08,11.8,True,2025
D,Utilities,2025-02-12,2025-02-14,53.7567,2025-03-28,52.5556,time,42,-2.23,-245.79,0.58,0.55,4.6,True,2025
D,Utilities,2025-05-01,2025-05-05,52.4504,2025-06-16,52.9399,time,42,0.93,102.66,0.93,0.76,23.16,False,2025
D,Utilities,2025-08-01,2025-08-05,59.3144,2025-09-16,58.1176,time,42,-2.02,-221.96,0.75,0.68,10.69,True,2025
D,Utilities,2025-10-31,2025-11-04,57.4327,2025-12-16,58.7143,time,42,2.23,245.47,1.06,0.95,11.84,True,2025
DPZ,Consumer Discretionary,2025-04-28,2025-04-30,481.6899,2025-06-11,439.4554,time,42,-8.77,-964.48,4.33,4.07,6.32,False,2025
DPZ,Consumer Discretionary,2025-10-14,2025-10-16,413.4502,2025-11-28,415.8384,time,43,0.58,63.54,4.08,3.96,3.16,True,2025
DASH,Consumer Discretionary,2025-05-06,2025-05-08,180.461,2025-06-20,220.46,time,43,22.16,2438.14,0.44,0.38,14.56,False,2025
DASH,Consumer Discretionary,2025-08-06,2025-08-08,269.46,2025-08-14,247.44,hard_stop,6,-8.17,-898.91,1.41,1.07,31.49,True,2025
DASH,Consumer Discretionary,2025-11-05,2025-11-07,195.66,2025-12-19,234.25,time,42,19.72,2169.53,1.28,1.25,2.18,True,2025
DOV,Industrials,2025-01-30,2025-02-03,197.8409,2025-03-10,175.826,hard_stop,35,-11.13,-1224.03,10.38,1.82,468.84,True,2025
DOV,Industrials,2025-04-24,2025-04-28,167.6055,2025-06-09,179.2977,time,42,6.98,767.36,2.05,1.98,3.45,False,2025
DOV,Industrials,2025-07-24,2025-07-28,185.518,2025-09-08,177.0965,time,42,-4.54,-499.34,2.44,2.39,2.1,True,2025
DOV,Industrials,2025-10-23,2025-10-27,178.4994,2025-12-08,190.8421,time,42,6.91,760.62,2.62,2.51,4.52,True,2025
DOW,Materials,2025-04-24,2025-04-28,28.3326,2025-06-09,28.2131,time,42,-0.42,-46.4,0.02,-0.01,249.81,False,2025
DOW,Materials,2025-10-23,2025-10-27,24.3457,2025-11-04,21.9988,hard_stop,8,-9.64,-1060.4,-0.19,-0.3,36.84,True,2025
DHI,Consumer Discretionary,2025-01-21,2025-01-23,143.6662,2025-02-07,127.1116,hard_stop,15,-11.52,-1267.52,2.61,2.37,10.03,True,2025
DHI,Consumer Discretionary,2025-07-22,2025-07-24,145.8054,2025-09-04,175.1147,time,42,20.1,2211.18,3.36,2.87,16.89,True,2025
DTE,Utilities,2025-02-13,2025-02-18,124.5836,2025-04-01,133.4527,time,42,7.12,783.09,1.51,1.44,4.93,True,2025
DTE,Utilities,2025-05-01,2025-05-05,132.0981,2025-06-16,129.894,time,42,-1.67,-183.54,2.1,2.0,5.24,False,2025
DTE,Utilities,2025-10-30,2025-11-03,132.6381,2025-12-15,127.8067,time,42,-3.64,-400.68,2.25,2.11,6.47,True,2025
DUK,Utilities,2025-05-06,2025-05-08,116.8374,2025-06-20,111.5036,time,43,-4.57,-502.17,1.76,1.54,14.27,False,2025
DUK,Utilities,2025-08-05,2025-08-07,120.5089,2025-09-18,117.3307,time,42,-2.64,-290.1,1.25,1.17,6.42,True,2025
DUK,Utilities,2025-11-07,2025-11-11,120.0011,2025-12-23,114.8116,time,42,-4.32,-475.7,1.81,1.75,3.45,True,2025
DD,Materials,2025-02-11,2025-02-13,33.7242,2025-03-12,30.8314,hard_stop,27,-8.58,-943.55,1.13,0.98,15.32,True,2025
DD,Materials,2025-05-02,2025-05-06,26.4007,2025-06-17,27.5814,time,42,4.47,491.97,1.03,0.95,8.14,False,2025
DD,Materials,2025-08-05,2025-08-07,29.5492,2025-09-18,32.2542,time,42,9.15,1006.97,1.12,1.06,5.54,True,2025
DD,Materials,2025-11-06,2025-11-10,39.4814,2025-12-22,41.1509,time,42,4.23,465.14,1.09,0.98,11.16,True,2025
ETN,Industrials,2025-01-31,2025-02-04,313.1092,2025-02-24,284.4886,hard_stop,20,-9.14,-1005.49,2.83,2.81,0.72,True,2025
ETN,Industrials,2025-05-02,2025-05-06,292.8811,2025-06-17,326.7184,time,42,11.55,1270.86,2.72,2.71,0.55,False,2025
ETN,Industrials,2025-08-05,2025-08-07,356.9065,2025-09-18,368.0797,time,42,3.13,344.36,2.95,2.92,0.95,True,2025
EBAY,Consumer Discretionary,2025-02-26,2025-02-28,62.2472,2025-03-11,64.024,trail_stop,11,2.85,313.99,1.25,1.2,4.26,True,2025
EBAY,Consumer Discretionary,2025-04-30,2025-05-02,66.8585,2025-06-13,76.5911,time,42,14.56,1601.27,1.06,1.0,5.68,False,2025
EBAY,Consumer Discretionary,2025-07-30,2025-08-01,88.2936,2025-08-27,92.739,trail_stop,26,5.03,553.82,1.37,1.3,5.63,True,2025
EBAY,Consumer Discretionary,2025-10-29,2025-10-31,82.1943,2025-12-12,85.0756,time,42,3.51,385.61,1.36,1.33,1.9,True,2025
SATS,Communication Services,2025-02-27,2025-03-03,31.21,2025-03-06,28.38,hard_stop,3,-9.07,-997.44,1.23,-0.49,348.59,True,2025
SATS,Communication Services,2025-05-09,2025-05-13,20.05,2025-05-21,21.14,trail_stop,8,5.44,598.01,-0.71,-0.87,17.98,True,2025
SATS,Communication Services,2025-11-06,2025-11-10,73.93,2025-11-14,67.4,hard_stop,4,-8.83,-971.59,-1.19,-1.22,1.98,True,2025
EIX,Utilities,2025-04-29,2025-05-01,50.7351,2025-06-09,46.648,hard_stop,39,-8.06,-886.14,1.37,1.21,13.27,False,2025
EIX,Utilities,2025-07-31,2025-08-04,50.502,2025-09-15,53.5708,time,42,6.08,668.44,0.97,0.88,10.12,True,2025
EIX,Utilities,2025-10-28,2025-10-30,53.6234,2025-12-11,56.4083,time,42,5.19,571.27,2.34,2.18,7.28,True,2025
EW,Health Care,2025-02-11,2025-02-13,76.34,2025-03-10,68.53,hard_stop,25,-10.23,-1125.36,0.59,0.55,6.39,True,2025
EW,Health Care,2025-04-23,2025-04-25,74.82,2025-06-06,77.52,time,42,3.61,396.95,0.64,0.6,7.46,False,2025
EW,Health Care,2025-07-24,2025-07-28,80.45,2025-09-08,80.21,time,42,-0.3,-32.82,0.67,0.62,7.64,True,2025
EA,Communication Services,2025-05-06,2025-05-08,155.0578,2025-05-29,142.2798,hard_stop,21,-8.24,-906.49,1.58,1.08,45.88,False,2025
EA,Communication Services,2025-07-29,2025-07-31,154.671,2025-09-09,165.5714,trail_stop,40,7.05,775.22,0.25,0.13,97.53,True,2025
ELV,Health Care,2025-04-22,2025-04-24,416.3992,2025-05-13,367.5522,hard_stop,19,-11.73,-1290.39,11.97,11.48,4.3,False,2025
ELV,Health Care,2025-10-21,2025-10-23,334.8593,2025-11-10,300.3707,hard_stop,18,-10.3,-1132.94,6.03,4.94,22.01,True,2025
EME,Industrials,2025-02-26,2025-02-28,399.0437,2025-03-10,360.2336,hard_stop,10,-9.73,-1069.84,6.32,5.76,9.75,True,2025
EME,Industrials,2025-04-30,2025-05-02,415.863,2025-06-13,477.0059,time,42,14.7,1617.29,5.41,4.63,16.97,False,2025
EME,Industrials,2025-07-31,2025-08-04,630.4754,2025-09-15,627.8292,time,42,-0.42,-46.17,6.72,5.72,17.42,True,2025
EME,Industrials,2025-10-30,2025-11-03,672.2838,2025-11-13,618.2829,hard_stop,10,-8.03,-883.57,6.57,6.53,0.65,True,2025
EMR,Industrials,2025-02-05,2025-02-07,125.1039,2025-03-03,114.7883,hard_stop,24,-8.25,-907.02,1.38,1.28,8.03,True,2025
EMR,Industrials,2025-05-07,2025-05-09,110.9578,2025-06-20,126.2759,time,42,13.81,1518.59,1.48,1.41,4.6,False,2025
ETR,Utilities,2025-02-18,2025-02-20,84.3733,2025-04-03,82.3404,time,42,-2.41,-265.03,0.65,0.63,3.41,True,2025
ETR,Utilities,2025-04-29,2025-05-01,80.6948,2025-06-12,81.2115,time,42,0.64,70.44,0.82,0.69,19.63,False,2025
ETR,Utilities,2025-07-30,2025-08-01,87.8223,2025-09-12,88.6218,time,42,0.91,100.14,1.05,0.91,15.11,True,2025
ETR,Utilities,2025-10-29,2025-10-31,94.3441,2025-12-12,91.2487,time,42,-3.28,-360.91,1.53,1.43,6.7,True,2025
EOG,Energy,2025-02-27,2025-03-03,121.4502,2025-04-04,105.7773,hard_stop,32,-12.9,-1419.52,2.74,2.57,6.79,True,2025
EOG,Energy,2025-05-01,2025-05-05,105.1138,2025-06-16,118.941,time,42,13.15,1447.0,2.87,2.77,3.54,False,2025
EOG,Energy,2025-08-07,2025-08-11,113.8112,2025-09-22,112.3606,time,42,-1.27,-140.2,2.46,2.18,13.03,True,2025
EOG,Energy,2025-11-06,2025-11-10,104.1017,2025-12-22,101.6542,time,42,-2.35,-258.62,2.71,2.45,10.77,True,2025
EPAM,Information Technology,2025-08-07,2025-08-11,160.0,2025-09-10,153.1,trail_stop,30,-4.31,-474.37,2.77,2.61,6.04,True,2025
EPAM,Information Technology,2025-11-06,2025-11-10,177.7,2025-12-22,211.59,time,42,19.07,2097.86,3.08,3.03,1.74,True,2025
EQT,Energy,2025-02-18,2025-02-20,52.7241,2025-02-25,48.1317,hard_stop,5,-8.71,-958.13,0.69,0.53,31.27,True,2025
EQT,Energy,2025-07-22,2025-07-24,51.7734,2025-09-04,51.3571,time,42,-0.8,-88.45,0.45,0.41,10.01,True,2025
EQT,Energy,2025-10-21,2025-10-23,53.8853,2025-11-20,56.0337,trail_stop,28,3.99,438.58,0.52,0.36,42.79,True,2025
EFX,Industrials,2025-02-06,2025-02-10,247.0988,2025-03-24,242.3335,time,42,-1.93,-212.14,2.12,2.1,1.12,True,2025
EFX,Industrials,2025-04-22,2025-04-24,248.5459,2025-05-21,255.3311,trail_stop,27,2.73,300.3,1.53,1.4,8.98,False,2025
EFX,Industrials,2025-07-22,2025-07-24,245.1989,2025-09-04,238.5684,time,42,-2.7,-297.46,2.0,1.92,4.13,True,2025
EFX,Industrials,2025-10-21,2025-10-23,230.5368,2025-10-30,209.7141,hard_stop,7,-9.03,-993.55,2.04,1.94,5.34,True,2025
EQIX,Real Estate,2025-02-12,2025-02-14,893.0181,2025-03-10,807.8099,hard_stop,24,-9.54,-1049.58,2.97,2.74,8.44,True,2025
EQIX,Real Estate,2025-04-30,2025-05-02,851.8751,2025-06-13,872.7897,time,42,2.46,270.06,3.59,2.97,20.82,False,2025
EQIX,Real Estate,2025-07-30,2025-08-01,767.3772,2025-09-12,775.7771,time,42,1.09,120.41,3.79,3.44,10.3,True,2025
EQIX,Real Estate,2025-10-29,2025-10-31,815.136,2025-11-20,745.0443,hard_stop,20,-8.6,-945.87,3.89,3.43,13.15,True,2025
EQR,Real Estate,2025-02-03,2025-02-05,67.4919,2025-03-19,66.1271,time,42,-2.02,-222.44,1.1,0.41,170.09,True,2025
EQR,Real Estate,2025-08-04,2025-08-06,61.4292,2025-09-17,62.483,time,42,1.72,188.7,0.34,0.3,12.63,True,2025
ERIE,Financials,2025-02-27,2025-03-03,416.707,2025-04-07,373.7793,hard_stop,35,-10.3,-1133.18,2.91,2.82,3.12,True,2025
ERIE,Financials,2025-10-30,2025-11-03,289.4468,2025-12-15,283.9079,time,42,-1.91,-210.5,3.49,3.37,3.5,True,2025
ESS,Real Estate,2025-02-04,2025-02-06,282.8372,2025-03-20,287.9852,time,42,1.82,200.22,4.0,1.49,168.31,True,2025
ESS,Real Estate,2025-04-29,2025-05-01,268.4176,2025-06-12,278.5702,time,42,3.78,416.06,1.44,1.41,2.57,False,2025
ESS,Real Estate,2025-07-29,2025-07-31,257.1386,2025-09-11,260.7864,time,42,1.42,156.05,1.48,1.41,5.1,True,2025
EL,Consumer Staples,2025-05-01,2025-05-05,58.0747,2025-06-16,73.7963,time,42,27.07,2977.85,0.65,0.31,108.8,False,2025
EL,Consumer Staples,2025-10-30,2025-11-03,95.6303,2025-11-06,87.1786,hard_stop,3,-8.84,-972.17,0.32,0.18,81.88,True,2025
EG,Financials,2025-02-03,2025-02-05,334.4837,2025-03-19,351.9502,time,42,5.22,574.41,-13.96,-17.03,18.03,True,2025
EG,Financials,2025-07-30,2025-08-01,332.7227,2025-09-12,347.2023,time,42,4.35,478.7,17.36,14.82,17.11,True,2025
ES,Utilities,2025-11-04,2025-11-06,69.3979,2025-11-19,63.1118,hard_stop,13,-9.06,-996.38,1.19,1.15,3.62,True,2025
EXC,Utilities,2025-02-12,2025-02-14,41.0916,2025-03-28,43.1734,time,42,5.07,557.3,0.64,0.59,7.95,True,2025
EXC,Utilities,2025-05-01,2025-05-05,44.8053,2025-05-14,41.1621,hard_stop,9,-8.13,-894.43,0.92,0.86,6.9,False,2025
EXC,Utilities,2025-07-31,2025-08-04,43.588,2025-09-15,42.6885,time,42,-2.06,-227.0,0.39,0.37,6.11,True,2025
EXC,Utilities,2025-11-04,2025-11-06,45.3621,2025-12-18,43.9041,time,42,-3.21,-353.56,0.86,0.77,11.06,True,2025
EXE,Energy,2025-02-26,2025-02-28,93.4037,2025-04-04,96.407,trail_stop,35,3.22,353.7,0.55,0.47,17.54,True,2025
EXE,Energy,2025-04-29,2025-05-01,97.583,2025-06-12,111.3836,time,42,14.14,1555.66,2.02,1.87,8.03,False,2025
EXE,Energy,2025-10-28,2025-10-30,98.7866,2025-12-11,113.0256,time,42,14.41,1585.53,0.97,0.85,14.22,True,2025
EXPE,Consumer Discretionary,2025-02-06,2025-02-10,202.4234,2025-03-06,182.5832,hard_stop,24,-9.8,-1078.14,2.39,2.1,13.97,True,2025
EXPE,Consumer Discretionary,2025-05-08,2025-05-12,162.9035,2025-06-23,164.8739,time,42,1.21,133.05,0.4,0.36,11.49,True,2025
EXPE,Consumer Discretionary,2025-08-07,2025-08-11,192.3264,2025-09-22,222.6544,time,42,15.77,1734.6,4.24,4.13,2.62,True,2025
EXPE,Consumer Discretionary,2025-11-06,2025-11-10,261.2959,2025-11-18,239.0813,hard_stop,8,-8.5,-935.19,7.57,6.95,8.99,True,2025
EXPD,Industrials,2025-02-18,2025-02-20,114.5445,2025-04-03,109.3281,time,42,-4.55,-500.95,1.68,1.43,17.1,True,2025
EXPD,Industrials,2025-05-06,2025-05-08,108.0042,2025-06-20,113.0344,time,43,4.66,512.32,1.47,1.37,7.47,False,2025
EXPD,Industrials,2025-08-05,2025-08-07,119.0825,2025-09-18,123.3998,time,42,3.63,398.8,1.34,1.25,7.41,True,2025
EXPD,Industrials,2025-11-04,2025-11-06,137.2766,2025-12-18,150.72,time,42,9.79,1077.22,1.64,1.39,17.6,True,2025
EXR,Real Estate,2025-02-25,2025-02-27,145.2491,2025-04-04,132.0488,hard_stop,36,-9.09,-999.69,1.24,1.07,15.59,True,2025
EXR,Real Estate,2025-04-29,2025-05-01,140.0838,2025-06-12,143.8004,time,42,2.65,291.84,1.28,1.03,24.59,False,2025
XOM,Energy,2025-01-31,2025-02-04,101.5614,2025-03-18,109.1244,time,42,7.45,819.15,1.72,1.55,10.71,True,2025
XOM,Energy,2025-05-02,2025-05-06,99.7619,2025-06-17,110.4784,time,42,10.74,1181.63,1.76,1.74,1.16,False,2025
XOM,Energy,2025-08-01,2025-08-05,103.9078,2025-09-16,112.1715,time,42,7.95,874.82,1.64,1.56,4.93,True,2025
FFIV,Information Technology,2025-01-28,2025-01-30,304.36,2025-03-06,275.76,hard_stop,35,-9.4,-1033.64,3.84,3.38,13.67,True,2025
FFIV,Information Technology,2025-04-28,2025-04-30,260.75,2025-06-11,292.89,time,42,12.33,1355.86,3.42,3.09,10.54,False,2025
FFIV,Information Technology,2025-07-30,2025-08-01,308.14,2025-09-12,321.67,time,42,4.39,482.99,3.25,2.4,35.42,True,2025
FFIV,Information Technology,2025-10-27,2025-10-29,267.0,2025-11-04,241.38,hard_stop,6,-9.6,-1055.51,4.39,3.97,10.62,True,2025
FDS,Financials,2025-03-20,2025-03-24,429.3551,2025-04-08,393.141,hard_stop,15,-8.43,-927.8,4.28,4.18,2.39,True,2025
FDS,Financials,2025-09-18,2025-09-22,291.8264,2025-10-29,264.467,hard_stop,37,-9.38,-1031.27,4.03,3.69,9.32,True,2025
FDS,Financials,2025-12-18,2025-12-22,287.0587,2026-01-29,251.4922,hard_stop,38,-12.39,-1362.9,4.51,4.36,3.48,True,2025
FICO,Information Technology,2025-04-29,2025-05-01,1999.63,2025-05-20,2027.0,trail_stop,19,1.37,150.56,7.81,7.44,4.92,False,2025
FICO,Information Technology,2025-07-30,2025-08-01,1425.0,2025-09-12,1544.05,time,42,8.35,918.98,8.57,7.7,11.28,True,2025
FICO,Information Technology,2025-11-05,2025-11-07,1646.5,2025-12-19,1748.4301,time,42,6.19,680.98,7.74,7.36,5.21,True,2025
FAST,Industrials,2025-07-14,2025-07-16,44.1944,2025-08-27,49.4024,time,42,11.78,1296.28,0.29,0.27,7.34,True,2025
FRT,Real Estate,2025-05-08,2025-05-12,91.2651,2025-06-23,92.1543,time,42,0.97,107.18,0.72,0.69,4.07,True,2025
FRT,Real Estate,2025-08-06,2025-08-08,89.529,2025-09-19,96.3682,time,42,7.64,840.3,1.78,0.75,138.29,True,2025
FDX,Industrials,2025-06-24,2025-06-26,220.4658,2025-08-07,221.1944,time,42,0.33,36.35,6.88,5.75,19.57,True,2025
FDX,Industrials,2025-09-18,2025-09-22,227.913,2025-11-03,250.6835,time,42,9.99,1099.0,3.83,3.61,6.01,True,2025
FDX,Industrials,2025-12-18,2025-12-22,286.3292,2026-02-02,333.9461,time,42,16.63,1829.32,4.82,4.11,17.16,True,2025
FIS,Financials,2025-05-06,2025-05-08,74.0059,2025-06-20,78.5436,time,43,6.13,674.47,1.21,1.2,1.05,False,2025
FIS,Financials,2025-11-05,2025-11-07,63.0791,2025-12-19,65.487,time,42,3.82,419.91,1.51,1.48,1.72,True,2025
FITB,Financials,2025-04-17,2025-04-22,32.4556,2025-06-03,37.5431,time,42,15.68,1724.27,0.71,0.7,1.42,False,2025
FITB,Financials,2025-07-17,2025-07-21,41.9036,2025-09-02,44.3874,time,43,5.93,652.02,0.9,0.87,3.85,True,2025
FITB,Financials,2025-10-17,2025-10-21,40.9789,2025-12-02,42.9738,time,42,4.87,535.49,0.93,0.87,7.26,True,2025
