ticker,sector,earn_date,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,return_dollar,eps_reported,eps_estimate,surprise_pct,year
ITW,Industrials,2022-08-02,2022-08-04,190.8956,2022-09-15,178.2064,time,42,-6.65,-731.19,2.37,2.21,7.08,2022
ITW,Industrials,2022-10-25,2022-10-27,192.1857,2022-12-08,203.895,time,42,6.09,670.2,2.35,2.25,4.23,2022
ITW,Industrials,2023-05-02,2023-05-04,216.7352,2023-06-15,229.9865,time,42,6.11,672.54,2.33,2.23,4.58,2023
ITW,Industrials,2023-10-24,2023-10-26,213.8059,2023-12-07,233.3344,time,42,9.13,1004.72,2.55,2.45,3.88,2023
ITW,Industrials,2024-02-01,2024-02-05,240.3504,2024-03-18,250.9627,time,42,4.42,485.69,2.42,2.41,0.24,2024
ITW,Industrials,2024-04-30,2024-05-02,231.1941,2024-06-13,229.1843,time,42,-0.87,-95.63,2.44,2.36,3.32,2024
ITW,Industrials,2024-07-30,2024-08-01,237.1842,2024-09-12,237.8262,time,42,0.27,29.77,2.54,2.47,2.68,2024
ITW,Industrials,2024-10-30,2024-11-01,252.4649,2024-12-13,262.227,time,42,3.87,425.34,3.91,2.52,54.97,2024
INCY,Health Care,2022-08-02,2022-08-04,72.63,2022-09-15,68.98,time,42,-5.03,-552.8,1.01,0.75,35.5,2022
INCY,Health Care,2023-02-07,2023-02-09,80.8,2023-03-08,73.79,hard_stop,27,-8.68,-954.33,0.62,0.57,8.14,2023
INCY,Health Care,2023-08-01,2023-08-03,65.72,2023-09-14,63.48,time,42,-3.41,-374.92,0.99,0.87,14.45,2023
INCY,Health Care,2023-10-31,2023-11-02,54.22,2023-12-14,63.84,time,42,17.74,1951.68,1.1,1.07,3.1,2023
IR,Industrials,2022-02-23,2022-02-25,50.0269,2022-03-07,44.6651,hard_stop,10,-10.72,-1178.96,0.68,0.6,14.29,2022
IR,Industrials,2022-05-04,2022-05-06,45.0334,2022-06-10,46.2389,trail_stop,35,2.68,294.46,0.49,0.45,9.34,2022
IR,Industrials,2022-08-03,2022-08-05,48.8077,2022-08-22,49.3937,trail_stop,17,1.2,132.07,0.54,0.52,4.49,2022
IR,Industrials,2022-11-02,2022-11-04,52.5013,2022-12-16,51.6136,time,42,-1.69,-185.99,0.62,0.59,5.31,2022
IR,Industrials,2023-02-21,2023-02-23,58.1102,2023-03-15,52.7576,hard_stop,20,-9.21,-1013.21,0.72,0.62,15.3,2023
IR,Industrials,2023-05-03,2023-05-05,58.0603,2023-06-16,64.3314,time,42,10.8,1188.11,0.65,0.52,24.92,2023
IR,Industrials,2023-08-02,2023-08-04,67.203,2023-09-15,65.7271,time,42,-2.2,-241.58,0.68,0.6,13.81,2023
IR,Industrials,2023-11-01,2023-11-03,66.7045,2023-12-15,74.6649,time,42,11.93,1312.72,0.77,0.69,12.0,2023
IR,Industrials,2024-02-15,2024-02-20,88.0635,2024-04-02,92.354,time,42,4.87,535.93,0.86,0.77,11.53,2024
IR,Industrials,2024-05-02,2024-05-06,87.8835,2024-06-17,93.1228,time,42,5.96,655.78,0.78,0.69,12.96,2024
IR,Industrials,2024-07-31,2024-08-02,89.33,2024-09-13,90.8771,time,42,1.73,190.5,0.83,0.78,6.06,2024
IR,Industrials,2024-10-31,2024-11-04,93.8421,2024-12-16,99.7014,time,42,6.24,686.82,0.84,0.81,3.21,2024
PODD,Health Care,2022-02-23,2022-02-25,253.54,2022-03-11,223.26,hard_stop,14,-11.94,-1313.72,0.43,0.33,29.0,2022
PODD,Health Care,2022-05-05,2022-05-09,197.81,2022-05-31,213.48,trail_stop,22,7.92,871.39,0.4,0.24,68.22,2022
PODD,Health Care,2022-11-03,2022-11-07,312.88,2022-12-19,294.29,time,42,-5.94,-653.57,0.41,0.14,194.26,2022
PODD,Health Care,2023-02-23,2023-02-27,295.64,2023-04-10,314.92,time,42,6.52,717.36,0.55,0.19,188.9,2023
PODD,Health Care,2023-05-04,2023-05-08,326.98,2023-05-23,296.43,hard_stop,15,-9.34,-1027.74,0.23,0.1,122.18,2023
PODD,Health Care,2023-08-08,2023-08-10,230.33,2023-08-16,210.6,hard_stop,6,-8.57,-942.26,0.38,0.26,43.41,2023
PODD,Health Care,2023-11-02,2023-11-06,163.36,2023-12-18,209.63,time,42,28.32,3115.63,0.71,0.41,73.76,2023
PODD,Health Care,2024-02-22,2024-02-26,184.4,2024-02-26,168.83,hard_stop,0,-8.44,-928.8,1.4,0.66,111.44,2024
PODD,Health Care,2024-05-09,2024-05-13,166.0,2024-05-23,170.79,trail_stop,10,2.89,317.41,0.73,0.4,81.19,2024
PODD,Health Care,2024-11-07,2024-11-11,268.16,2024-12-23,263.33,time,42,-1.8,-198.13,0.9,0.76,18.29,2024
INTC,Information Technology,2022-01-26,2022-01-28,44.2494,2022-03-11,42.8296,time,42,-3.21,-352.96,1.09,0.91,19.78,2022
INTC,Information Technology,2022-04-28,2022-05-02,40.8577,2022-06-10,36.9044,hard_stop,39,-9.68,-1064.34,0.87,0.8,9.16,2022
INTC,Information Technology,2022-10-27,2022-10-31,27.6675,2022-12-12,27.6651,time,42,-0.01,-0.95,0.59,0.33,80.04,2022
INTC,Information Technology,2023-04-27,2023-05-01,30.3642,2023-05-25,26.8527,hard_stop,24,-11.56,-1272.12,-0.04,-0.14,72.19,2023
INTC,Information Technology,2023-07-27,2023-07-31,36.1335,2023-08-16,32.9784,hard_stop,16,-8.73,-960.49,0.13,-0.03,546.43,2023
INTC,Information Technology,2023-10-26,2023-10-30,34.8865,2023-12-06,40.7246,trail_stop,37,16.73,1840.79,0.41,0.22,87.04,2023
INTC,Information Technology,2024-01-25,2024-01-29,43.1323,2024-03-11,44.3969,time,42,2.93,322.5,0.54,0.45,20.29,2024
INTC,Information Technology,2024-04-25,2024-04-29,31.5311,2024-06-10,30.7152,time,42,-2.59,-284.65,0.18,0.14,31.74,2024
IBKR,Financials,2022-01-18,2022-01-20,17.7069,2022-01-25,16.0535,hard_stop,5,-9.34,-1027.17,0.21,0.2,1.63,2022
IBKR,Financials,2022-10-18,2022-10-20,18.5469,2022-12-01,19.3245,time,42,4.19,461.17,0.27,0.24,13.24,2022
IBKR,Financials,2023-01-17,2023-01-19,19.9363,2023-03-02,21.8093,time,42,9.39,1033.41,0.33,0.29,11.18,2023
IBKR,Financials,2023-10-17,2023-10-19,20.3152,2023-11-30,19.2183,time,42,-5.4,-593.93,0.39,0.38,1.91,2023
IBKR,Financials,2024-07-16,2024-07-18,30.3938,2024-08-02,27.8633,hard_stop,15,-8.33,-915.85,0.44,0.43,1.2,2024
ICE,Financials,2022-02-03,2022-02-07,122.677,2022-03-21,128.8943,time,42,5.07,557.49,1.34,1.32,1.75,2022
ICE,Financials,2022-05-05,2022-05-09,92.777,2022-06-21,89.2787,time,43,-3.77,-414.77,1.43,1.42,0.7,2022
ICE,Financials,2022-08-04,2022-08-08,100.5182,2022-09-19,92.6863,time,42,-7.79,-857.07,1.32,1.27,3.99,2022
ICE,Financials,2022-11-03,2022-11-07,93.3264,2022-12-16,96.6044,trail_stop,39,3.51,386.36,1.31,1.27,3.37,2022
ICE,Financials,2023-05-04,2023-05-08,104.3788,2023-06-20,108.4268,time,43,3.88,426.6,1.41,1.4,0.75,2023
ICE,Financials,2023-08-03,2023-08-07,110.36,2023-09-18,112.427,time,42,1.87,206.02,1.43,1.37,4.6,2023
ICE,Financials,2023-11-02,2023-11-06,104.7728,2023-12-18,120.2962,time,42,14.82,1629.79,1.46,1.39,5.17,2023
ICE,Financials,2024-02-08,2024-02-12,132.2032,2024-03-25,132.6569,time,42,0.34,37.75,1.33,1.29,3.06,2024
ICE,Financials,2024-08-01,2024-08-05,149.3459,2024-09-16,159.1195,time,42,6.54,719.87,1.52,1.49,2.25,2024
IFF,Materials,2022-02-09,2022-02-11,120.6624,2022-03-04,109.8144,hard_stop,21,-8.99,-988.94,1.1,1.03,6.73,2022
IFF,Materials,2022-05-09,2022-05-11,111.6876,2022-06-16,98.0331,hard_stop,36,-12.23,-1344.82,1.69,1.36,24.62,2022
IFF,Materials,2022-08-08,2022-08-10,109.4553,2022-08-30,100.3287,hard_stop,20,-8.34,-917.2,1.54,1.45,6.16,2022
IFF,Materials,2022-11-07,2022-11-09,82.0977,2022-12-21,94.5059,time,42,15.11,1662.54,1.36,1.33,2.06,2022
IFF,Materials,2023-02-08,2023-02-10,84.0977,2023-03-13,76.5265,hard_stop,31,-9.0,-990.31,0.97,0.96,0.7,2023
IFF,Materials,2023-11-06,2023-11-08,67.6906,2023-12-20,75.2328,time,42,11.14,1225.63,0.89,0.75,19.19,2023
IFF,Materials,2024-05-06,2024-05-08,91.3952,2024-06-20,92.2393,time,43,0.92,101.59,1.13,0.87,29.96,2024
IFF,Materials,2024-08-06,2024-08-08,91.4399,2024-09-19,99.4339,time,42,8.74,961.66,1.16,0.97,19.48,2024
IP,Materials,2022-04-28,2022-05-02,38.3363,2022-06-13,35.8672,time,42,-6.44,-708.49,0.76,0.56,36.61,2022
IP,Materials,2022-07-28,2022-08-01,35.3683,2022-09-12,35.4353,time,42,0.19,20.82,1.24,1.08,14.66,2022
IP,Materials,2023-01-31,2023-02-02,35.1059,2023-02-21,31.0981,hard_stop,19,-11.42,-1255.81,0.87,0.69,25.3,2023
IP,Materials,2023-04-27,2023-05-01,28.4886,2023-05-31,25.7325,hard_stop,30,-9.67,-1064.17,0.53,0.46,14.4,2023
IP,Materials,2023-07-27,2023-07-31,31.3441,2023-09-11,30.6433,time,42,-2.24,-245.93,0.59,0.39,53.08,2023
IP,Materials,2023-10-26,2023-10-30,29.5362,2023-12-11,33.1626,time,42,12.28,1350.54,0.64,0.58,10.27,2023
IP,Materials,2024-07-24,2024-07-26,43.028,2024-09-06,43.7991,time,42,1.79,197.11,1.41,0.41,241.82,2024
IP,Materials,2024-10-31,2024-11-04,52.1108,2024-12-16,52.2944,time,42,0.35,38.75,0.44,0.25,74.83,2024
INTU,Information Technology,2022-05-24,2022-05-26,375.5174,2022-06-10,370.5888,trail_stop,15,-1.31,-144.37,7.65,7.57,0.99,2022
INTU,Information Technology,2022-08-23,2022-08-25,452.5872,2022-09-01,414.3198,hard_stop,7,-8.46,-930.08,1.1,0.98,12.4,2022
INTU,Information Technology,2022-11-29,2022-12-01,397.923,2023-01-12,387.7889,time,42,-2.55,-280.14,1.66,1.2,38.61,2022
INTU,Information Technology,2023-02-23,2023-02-27,411.9146,2023-04-10,435.5038,time,42,5.73,629.94,2.2,1.44,52.64,2023
INTU,Information Technology,2023-05-23,2023-05-25,409.8271,2023-07-06,442.1433,time,42,7.89,867.39,8.92,8.5,5.0,2023
INTU,Information Technology,2023-08-23,2023-08-25,484.8351,2023-09-21,494.7724,trail_stop,27,2.05,225.46,1.65,1.44,14.91,2023
INTU,Information Technology,2023-11-28,2023-11-30,567.3896,2024-01-11,599.0683,time,42,5.58,614.16,2.47,1.98,24.83,2023
INTU,Information Technology,2024-02-22,2024-02-26,648.601,2024-04-08,635.0591,time,42,-2.09,-229.67,2.63,2.31,13.95,2024
INTU,Information Technology,2024-05-23,2024-05-28,595.8347,2024-07-09,641.0117,time,42,7.58,834.03,9.88,9.38,5.29,2024
INTU,Information Technology,2024-08-22,2024-08-26,614.8391,2024-10-07,594.5385,time,42,-3.3,-363.19,1.99,1.85,7.41,2024
INTU,Information Technology,2024-11-21,2024-11-25,634.2664,2025-01-06,618.0046,time,42,-2.56,-282.03,2.5,2.36,6.02,2024
ISRG,Health Care,2022-01-20,2022-01-24,264.62,2022-03-07,292.69,time,42,10.61,1166.84,1.3,1.28,1.56,2022
ISRG,Health Care,2022-04-21,2022-04-25,250.29,2022-05-06,224.85,hard_stop,11,-10.16,-1118.06,1.13,1.08,5.1,2022
ISRG,Health Care,2022-10-18,2022-10-20,211.41,2022-12-01,274.49,time,42,29.84,3282.15,1.19,1.12,6.39,2022
ISRG,Health Care,2023-04-18,2023-04-20,298.96,2023-06-01,310.54,time,42,3.87,426.08,1.23,1.2,2.83,2023
ISRG,Health Care,2023-07-20,2023-07-24,336.76,2023-08-04,309.31,hard_stop,11,-8.15,-896.63,1.42,1.33,6.88,2023
ISRG,Health Care,2023-10-19,2023-10-23,268.5,2023-12-04,311.84,time,42,16.14,1775.57,1.46,1.42,3.17,2023
ISRG,Health Care,2024-01-23,2024-01-25,372.61,2024-03-07,392.68,time,42,5.39,592.5,1.6,1.49,7.72,2024
ISRG,Health Care,2024-04-18,2024-04-22,369.54,2024-06-03,403.86,time,42,9.29,1021.59,1.5,1.42,5.98,2024
ISRG,Health Care,2024-07-18,2024-07-22,462.33,2024-09-03,483.44,time,43,4.57,502.26,1.78,1.54,15.51,2024
ISRG,Health Care,2024-10-17,2024-10-21,519.04,2024-12-02,542.85,time,42,4.59,504.6,1.84,1.64,12.25,2024
IVZ,Financials,2022-01-25,2022-01-27,17.6862,2022-02-22,17.9925,trail_stop,26,1.73,190.51,0.86,0.76,12.95,2022
IVZ,Financials,2023-01-24,2023-01-26,15.4026,2023-02-09,15.7781,trail_stop,14,2.44,268.14,0.39,0.36,7.27,2023
IVZ,Financials,2023-04-25,2023-04-27,14.7809,2023-05-11,13.4348,hard_stop,14,-9.11,-1001.77,0.38,0.36,4.88,2023
IVZ,Financials,2024-01-23,2024-01-25,14.3971,2024-03-07,14.2225,time,42,-1.21,-133.39,0.47,0.4,18.69,2024
IVZ,Financials,2024-07-23,2024-07-25,15.3415,2024-08-05,13.777,hard_stop,11,-10.2,-1121.78,0.43,0.4,8.09,2024
IVZ,Financials,2024-10-22,2024-10-24,16.4062,2024-12-05,16.8723,time,42,2.84,312.54,0.44,0.43,1.76,2024
INVH,Real Estate,2022-07-27,2022-07-29,33.7039,2022-09-09,34.7261,time,42,3.03,333.63,0.18,0.15,20.98,2022
INVH,Real Estate,2023-05-01,2023-05-03,30.1648,2023-06-14,30.5743,time,42,1.36,149.33,0.2,0.16,26.69,2023
INVH,Real Estate,2024-07-24,2024-07-26,31.3483,2024-09-06,33.6109,time,42,7.22,793.92,0.18,0.16,11.56,2024
IQV,Health Care,2022-02-15,2022-02-17,232.39,2022-03-08,210.56,hard_stop,19,-9.39,-1033.31,2.55,2.43,4.8,2022
IQV,Health Care,2022-04-27,2022-04-29,222.32,2022-05-09,204.07,hard_stop,10,-8.21,-902.98,2.47,2.42,2.24,2022
IQV,Health Care,2022-07-21,2022-07-25,221.48,2022-08-23,229.24,trail_stop,29,3.5,385.41,2.44,2.38,2.42,2022
IQV,Health Care,2022-10-26,2022-10-28,201.32,2022-12-06,209.87,trail_stop,39,4.25,467.17,2.48,2.38,4.0,2022
IQV,Health Care,2023-02-10,2023-02-14,230.0,2023-02-22,210.99,hard_stop,8,-8.27,-909.17,2.78,2.76,0.64,2023
IQV,Health Care,2023-04-27,2023-05-01,188.75,2023-06-12,211.9,time,42,12.26,1349.14,2.45,2.41,1.72,2023
IQV,Health Care,2023-08-01,2023-08-03,217.77,2023-09-14,212.96,time,42,-2.21,-242.96,2.43,2.37,2.5,2023
IQV,Health Care,2023-11-01,2023-11-03,194.13,2023-12-15,226.72,time,42,16.79,1846.65,2.49,2.45,1.75,2023
IQV,Health Care,2024-02-14,2024-02-16,241.43,2024-04-01,248.87,time,45,3.08,338.98,2.84,2.82,0.65,2024
IQV,Health Care,2024-05-02,2024-05-06,224.97,2024-06-17,213.32,time,42,-5.18,-569.63,2.54,2.48,2.38,2024
IQV,Health Care,2024-07-22,2024-07-24,238.04,2024-09-04,248.84,time,42,4.54,499.08,2.64,2.56,3.02,2024
IRM,Real Estate,2022-02-24,2022-02-28,40.6654,2022-04-11,47.7975,time,42,17.54,1929.24,0.43,0.4,7.74,2022
IRM,Real Estate,2022-04-28,2022-05-02,46.1621,2022-05-19,41.8583,hard_stop,17,-9.32,-1025.55,0.38,0.37,1.54,2022
IRM,Real Estate,2022-08-04,2022-08-08,45.9758,2022-09-19,49.5436,time,42,7.76,853.62,0.46,0.4,15.53,2022
IRM,Real Estate,2022-11-03,2022-11-07,43.8379,2022-12-19,44.7779,time,42,2.14,235.87,0.48,0.44,8.42,2022
IRM,Real Estate,2023-05-04,2023-05-08,50.6437,2023-06-20,50.5945,time,43,-0.1,-10.67,0.42,0.35,19.25,2023
IRM,Real Estate,2023-11-02,2023-11-06,56.8651,2023-12-18,63.5962,time,42,11.84,1302.05,0.45,0.44,1.42,2023
IRM,Real Estate,2024-02-22,2024-02-26,69.7491,2024-04-08,73.8953,time,42,5.94,653.89,0.52,0.45,14.44,2024
JBHT,Industrials,2022-01-18,2022-01-20,193.7802,2022-03-03,193.1977,time,42,-0.3,-33.06,2.28,2.02,13.07,2022
JBHT,Industrials,2022-04-18,2022-04-20,167.9487,2022-06-01,166.3923,time,42,-0.93,-101.94,2.29,1.94,18.32,2022
JBHT,Industrials,2022-07-19,2022-07-21,167.4123,2022-08-29,169.4277,trail_stop,39,1.2,132.42,2.42,2.35,2.81,2022
JBHT,Industrials,2022-10-18,2022-10-20,160.6897,2022-12-01,176.7358,time,42,9.99,1098.44,2.57,2.46,4.62,2022
JBHT,Industrials,2024-10-15,2024-10-17,175.4858,2024-11-15,179.56,trail_stop,29,2.32,255.38,1.49,1.39,7.21,2024
JBL,Information Technology,2022-03-16,2022-03-18,61.0225,2022-04-11,56.1225,hard_stop,24,-8.03,-883.28,1.68,1.47,14.04,2022
JBL,Information Technology,2022-06-16,2022-06-21,53.9468,2022-08-02,58.4283,time,42,8.31,913.81,1.72,1.62,6.24,2022
JBL,Information Technology,2022-09-27,2022-09-29,58.6032,2022-11-10,63.784,time,42,8.84,972.45,2.34,2.14,9.18,2022
JBL,Information Technology,2022-12-15,2022-12-19,68.6615,2023-01-30,76.1693,time,42,10.93,1202.8,2.31,2.24,3.32,2022
JBL,Information Technology,2023-03-16,2023-03-20,78.962,2023-04-19,81.1163,trail_stop,30,2.73,300.1,1.88,1.85,1.75,2023
JBL,Information Technology,2023-06-15,2023-06-20,104.3326,2023-08-01,108.2777,time,42,3.78,415.94,1.99,1.87,6.57,2023
JBL,Information Technology,2023-09-28,2023-10-02,125.7234,2023-10-20,124.3312,trail_stop,18,-1.11,-121.81,2.45,2.32,5.68,2023
JBL,Information Technology,2023-12-14,2023-12-18,133.6823,2024-01-17,120.9152,hard_stop,30,-9.55,-1050.54,2.6,2.58,0.75,2023
JBL,Information Technology,2024-09-26,2024-09-30,121.1012,2024-11-11,135.1308,time,42,11.59,1274.35,2.3,2.22,3.63,2024
JKHY,Financials,2022-02-08,2022-02-10,163.4411,2022-03-24,179.915,time,42,10.08,1108.74,1.3,1.12,15.7,2022
JKHY,Financials,2022-05-03,2022-05-05,178.0999,2022-06-16,163.4832,time,42,-8.21,-902.78,1.16,1.06,9.44,2022
JKHY,Financials,2022-08-16,2022-08-18,187.0081,2022-09-29,174.8377,time,42,-6.51,-715.87,1.1,1.0,9.56,2022
JKHY,Financials,2022-11-08,2022-11-10,169.6893,2022-12-22,169.1992,time,42,-0.29,-31.77,1.46,1.4,4.61,2022
JKHY,Financials,2023-05-02,2023-05-04,151.4328,2023-06-15,159.4458,time,42,5.29,582.06,1.12,1.1,1.86,2023
JKHY,Financials,2023-08-15,2023-08-17,150.6043,2023-09-28,146.733,time,42,-2.57,-282.76,1.34,1.18,13.16,2023
JKHY,Financials,2023-11-07,2023-11-09,146.3654,2023-12-21,158.4837,time,42,8.28,910.75,1.53,1.33,14.61,2023
JKHY,Financials,2024-02-06,2024-02-08,164.4631,2024-03-21,167.3499,time,42,1.76,193.08,1.22,1.13,7.81,2024
JKHY,Financials,2024-05-07,2024-05-09,161.8287,2024-06-20,162.0563,time,42,0.14,15.47,1.19,1.16,2.93,2024
JKHY,Financials,2024-08-20,2024-08-22,161.6069,2024-10-03,179.9196,time,42,11.33,1246.48,1.33,1.3,1.56,2024
J,Industrials,2022-05-03,2022-05-05,112.1367,2022-06-10,102.9711,hard_stop,36,-8.17,-899.1,1.72,1.68,2.3,2022
J,Industrials,2022-08-01,2022-08-03,103.0221,2022-09-14,95.6908,time,42,-7.12,-782.79,1.86,1.8,3.4,2022
J,Industrials,2022-11-21,2022-11-23,98.7585,2023-01-04,100.9537,time,42,2.22,244.5,1.8,1.77,1.54,2022
J,Industrials,2023-02-07,2023-02-09,98.0135,2023-03-23,89.6676,time,42,-8.51,-936.65,1.67,1.61,3.67,2023
J,Industrials,2023-05-09,2023-05-11,91.6749,2023-06-22,93.6537,time,42,2.16,237.44,1.81,1.78,1.79,2023
J,Industrials,2024-02-06,2024-02-08,115.7155,2024-03-21,122.5866,time,42,5.94,653.18,2.02,1.56,29.55,2024
J,Industrials,2024-05-07,2024-05-09,112.2969,2024-06-20,114.5456,time,42,2.0,220.27,1.91,1.86,2.86,2024
JNJ,Health Care,2022-01-25,2022-01-27,149.0109,2022-03-10,150.2064,time,42,0.8,88.26,2.13,2.12,0.53,2022
JNJ,Health Care,2022-04-19,2022-04-21,162.8402,2022-06-02,157.8454,time,42,-3.07,-337.4,2.67,2.57,4.08,2022
JNJ,Health Care,2022-07-19,2022-07-21,151.5192,2022-09-01,148.3123,time,42,-2.12,-232.81,2.59,2.55,1.63,2022
JNJ,Health Care,2022-10-18,2022-10-20,148.0073,2022-12-01,161.3671,time,42,9.03,992.91,2.55,2.49,2.6,2022
JNJ,Health Care,2023-01-24,2023-01-26,153.0704,2023-02-28,139.3588,hard_stop,33,-8.96,-985.34,2.35,2.24,5.07,2023
JNJ,Health Care,2023-04-18,2023-04-20,147.6971,2023-06-01,141.583,time,42,-4.14,-455.36,2.68,2.5,7.17,2023
JNJ,Health Care,2023-07-20,2023-07-24,157.121,2023-09-05,148.277,time,43,-5.63,-619.17,2.8,2.62,6.92,2023
JNJ,Health Care,2023-10-17,2023-10-19,139.9625,2023-11-30,143.8646,time,42,2.79,306.68,2.66,2.52,5.54,2023
JNJ,Health Care,2024-01-23,2024-01-25,147.9017,2024-03-07,148.9028,time,42,0.68,74.46,2.29,2.28,0.39,2024
JNJ,Health Care,2024-04-16,2024-04-18,135.8842,2024-05-30,137.2661,time,42,1.02,111.86,2.71,2.65,2.26,2024
JNJ,Health Care,2024-07-17,2024-07-19,147.8767,2024-08-30,157.9003,time,42,6.78,745.63,2.82,2.7,4.31,2024
JNJ,Health Care,2024-10-15,2024-10-17,156.3771,2024-11-29,148.7551,time,43,-4.87,-536.16,2.42,2.21,9.71,2024
JCI,Industrials,2022-02-02,2022-02-04,62.7309,2022-03-01,57.6376,hard_stop,25,-8.12,-893.11,0.54,0.53,1.86,2022
JCI,Industrials,2022-11-03,2022-11-07,59.9386,2022-12-19,59.9334,time,42,-0.01,-0.95,0.99,0.98,0.72,2022
JCI,Industrials,2023-05-05,2023-05-09,59.7474,2023-06-20,62.7808,time,42,5.08,558.47,0.75,0.74,1.63,2023
JCI,Industrials,2024-05-01,2024-05-03,59.6699,2024-06-14,67.6389,time,42,13.36,1469.06,0.78,0.75,3.44,2024
JCI,Industrials,2024-07-31,2024-08-02,67.5868,2024-09-13,71.0641,time,42,5.14,565.94,1.14,1.08,5.18,2024
JPM,Financials,2022-01-14,2022-01-19,135.9686,2022-03-01,122.4049,hard_stop,41,-9.98,-1097.31,3.33,3.03,9.73,2022
JPM,Financials,2022-10-14,2022-10-18,110.0714,2022-11-29,125.6172,time,42,14.12,1553.57,3.12,2.85,9.44,2022
JPM,Financials,2023-01-13,2023-01-18,128.732,2023-03-01,132.0958,time,42,2.61,287.43,3.57,3.1,15.04,2023
JPM,Financials,2023-04-14,2023-04-18,131.0031,2023-05-30,128.3788,time,42,-2.0,-220.36,4.1,3.37,21.69,2023
JPM,Financials,2023-07-14,2023-07-18,144.2308,2023-08-29,139.8864,time,42,-3.01,-331.34,4.75,3.76,26.46,2023
JPM,Financials,2023-10-13,2023-10-17,139.7913,2023-10-27,128.5375,hard_stop,10,-8.05,-885.55,4.33,3.97,9.01,2023
JPM,Financials,2024-04-12,2024-04-16,175.3442,2024-05-28,191.2585,time,42,9.08,998.36,4.44,4.13,7.4,2024
JPM,Financials,2024-07-12,2024-07-16,202.4403,2024-08-27,212.2538,time,42,4.85,533.24,6.12,5.09,20.16,2024
JPM,Financials,2024-10-11,2024-10-15,216.9298,2024-11-26,242.4481,time,42,11.76,1293.97,4.37,3.99,9.63,2024
KVUE,Consumer Staples,2023-07-20,2023-07-24,20.5079,2023-09-05,20.1828,time,43,-1.58,-174.35,0.32,0.3,6.86,2023
KVUE,Consumer Staples,2024-02-08,2024-02-12,17.5614,2024-03-25,18.8179,time,42,7.15,787.0,0.31,0.28,9.85,2024
KVUE,Consumer Staples,2024-05-07,2024-05-09,18.8883,2024-06-06,17.1569,hard_stop,28,-9.17,-1008.29,0.28,0.25,10.35,2024
KVUE,Consumer Staples,2024-08-06,2024-08-08,18.9435,2024-09-19,21.2939,time,42,12.41,1364.77,0.32,0.28,15.65,2024
KVUE,Consumer Staples,2024-11-07,2024-11-11,22.0935,2024-12-18,20.1762,hard_stop,37,-8.68,-954.59,0.28,0.27,2.98,2024
KDP,Consumer Staples,2023-04-27,2023-05-01,29.9562,2023-06-12,28.6446,time,42,-4.38,-481.63,0.34,0.33,2.07,2023
KDP,Consumer Staples,2023-07-27,2023-07-31,31.0745,2023-09-11,30.9545,time,42,-0.39,-42.49,0.42,0.4,4.88,2023
KDP,Consumer Staples,2023-10-26,2023-10-30,27.885,2023-12-11,30.4504,time,42,9.2,1012.0,0.48,0.47,2.61,2023
KDP,Consumer Staples,2024-02-22,2024-02-26,28.1169,2024-04-08,29.0217,time,42,3.22,353.98,0.55,0.54,1.49,2024
KDP,Consumer Staples,2024-04-25,2024-04-29,31.8485,2024-06-10,32.1877,time,42,1.07,117.16,0.38,0.35,9.96,2024
KEY,Financials,2022-01-20,2022-01-24,19.6277,2022-02-23,19.8857,trail_stop,30,1.31,144.56,0.64,0.57,13.19,2022
KEY,Financials,2022-07-21,2022-07-25,14.9715,2022-09-06,14.3606,time,43,-4.08,-448.91,0.54,0.52,4.65,2022
KEY,Financials,2024-07-18,2024-07-22,14.3104,2024-08-05,13.0363,hard_stop,14,-8.9,-979.35,0.25,0.24,3.49,2024
KEYS,Information Technology,2022-02-17,2022-02-22,160.01,2022-03-07,146.87,hard_stop,13,-8.21,-903.32,1.65,1.55,6.13,2022
KEYS,Information Technology,2022-05-17,2022-05-19,135.84,2022-06-30,137.85,time,42,1.48,162.77,1.83,1.68,9.15,2022
KEYS,Information Technology,2022-08-17,2022-08-19,178.24,2022-08-31,163.89,hard_stop,12,-8.05,-885.6,2.01,1.79,12.44,2022
KEYS,Information Technology,2022-11-17,2022-11-21,170.96,2023-01-03,170.94,time,43,-0.01,-1.29,2.14,1.99,7.5,2022
KEYS,Information Technology,2023-02-21,2023-02-23,160.87,2023-04-06,155.75,time,42,-3.18,-350.1,2.02,1.85,8.95,2023
KEYS,Information Technology,2023-05-16,2023-05-18,157.0,2023-06-29,165.34,time,42,5.31,584.33,2.12,1.95,8.84,2023
KEYS,Information Technology,2023-08-17,2023-08-21,128.72,2023-10-02,131.7,time,42,2.32,254.66,2.19,2.04,7.26,2023
KEYS,Information Technology,2023-11-20,2023-11-22,135.23,2024-01-03,150.65,time,42,11.4,1254.31,1.99,1.87,6.38,2023
KEYS,Information Technology,2024-02-20,2024-02-22,145.84,2024-04-04,154.85,time,42,6.18,679.58,1.63,1.59,2.67,2024
KEYS,Information Technology,2024-05-20,2024-05-22,147.17,2024-06-27,135.22,hard_stop,36,-8.12,-893.18,1.41,1.39,1.58,2024
KEYS,Information Technology,2024-08-20,2024-08-22,157.83,2024-09-06,143.11,hard_stop,15,-9.33,-1025.91,1.57,1.35,16.56,2024
