ticker,sector,earn_date,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,return_dollar,eps_reported,eps_estimate,surprise_pct,year
SCHW,Financials,2022-10-17,2022-10-19,64.6648,2022-11-30,78.4668,time,42,21.34,2347.83,1.1,1.05,4.34,2022
SCHW,Financials,2023-04-17,2023-04-19,51.4949,2023-05-03,45.8019,hard_stop,14,-11.06,-1216.11,0.93,0.9,3.34,2023
SCHW,Financials,2023-07-18,2023-07-20,63.2421,2023-08-16,58.1731,hard_stop,27,-8.02,-881.67,0.75,0.71,5.69,2023
SCHW,Financials,2023-10-16,2023-10-18,51.4849,2023-11-29,57.6272,time,42,11.93,1312.33,0.77,0.74,3.86,2023
SCHW,Financials,2024-01-17,2024-01-19,60.9334,2024-03-01,64.5174,time,42,5.88,646.99,0.68,0.64,6.37,2024
SCHW,Financials,2024-04-15,2024-04-17,71.3408,2024-05-29,68.6828,time,42,-3.73,-409.83,0.74,0.73,0.73,2024
SCHW,Financials,2024-07-16,2024-07-18,61.2429,2024-08-29,63.4823,time,42,3.66,402.22,0.73,0.72,1.14,2024
SCHW,Financials,2024-10-15,2024-10-17,70.9031,2024-11-29,81.1922,time,43,14.51,1596.27,0.77,0.75,2.61,2024
CHTR,Communication Services,2022-01-28,2022-02-01,590.73,2022-03-15,569.16,time,42,-3.65,-401.66,8.93,6.89,29.62,2022
CHTR,Communication Services,2022-04-29,2022-05-03,424.15,2022-06-10,474.19,trail_stop,38,11.8,1297.75,6.9,6.59,4.71,2022
CHTR,Communication Services,2022-07-29,2022-08-02,428.67,2022-08-22,438.51,trail_stop,20,2.3,252.5,8.8,7.11,23.84,2022
CHTR,Communication Services,2023-10-27,2023-10-31,391.28,2023-12-12,367.06,time,42,-6.19,-680.89,8.25,7.98,3.35,2023
CHTR,Communication Services,2024-07-26,2024-07-30,377.85,2024-08-20,347.32,hard_stop,21,-8.08,-888.79,8.49,7.9,7.47,2024
CHTR,Communication Services,2024-11-01,2024-11-05,377.44,2024-12-17,371.03,time,42,-1.7,-186.81,8.82,8.49,3.87,2024
CVX,Energy,2022-07-29,2022-08-02,136.8774,2022-09-13,136.8505,time,42,-0.02,-2.16,5.82,5.03,15.68,2022
CVX,Energy,2022-10-28,2022-11-01,157.849,2022-12-13,150.1247,time,42,-4.89,-538.28,5.56,4.92,13.09,2022
CVX,Energy,2023-04-28,2023-05-02,144.2864,2023-06-13,139.6975,time,42,-3.18,-349.84,3.55,3.38,5.06,2023
CVX,Energy,2023-07-23,2023-07-25,142.694,2023-09-05,148.1139,time,42,3.8,417.81,3.08,2.98,3.52,2023
CVX,Energy,2024-02-02,2024-02-06,137.1149,2024-03-19,142.3558,time,42,3.82,420.45,3.45,3.22,7.26,2024
CVX,Energy,2024-04-26,2024-04-30,150.8542,2024-06-11,143.6739,time,42,-4.76,-523.58,2.97,2.87,3.6,2024
CVX,Energy,2024-11-01,2024-11-05,143.4623,2024-12-17,138.9048,time,42,-3.18,-349.45,2.51,2.42,3.86,2024
CMG,Consumer Discretionary,2022-07-26,2022-07-28,30.177,2022-09-08,34.1402,time,42,13.13,1444.65,0.19,0.18,2.84,2022
CMG,Consumer Discretionary,2022-10-25,2022-10-27,29.8038,2022-12-08,30.62,time,42,2.74,301.24,0.19,0.18,3.48,2022
CMG,Consumer Discretionary,2023-04-25,2023-04-27,40.518,2023-06-08,40.4646,time,42,-0.13,-14.5,0.21,0.18,17.28,2023
CMG,Consumer Discretionary,2023-10-26,2023-10-30,37.8,2023-12-11,45.9096,time,42,21.45,2359.94,0.23,0.21,6.86,2023
CMG,Consumer Discretionary,2024-02-06,2024-02-08,53.561,2024-03-21,58.0996,time,42,8.47,932.11,0.21,0.19,6.52,2024
CMG,Consumer Discretionary,2024-04-24,2024-04-26,62.4094,2024-06-07,63.3804,time,42,1.56,171.14,0.27,0.23,14.5,2024
CMG,Consumer Discretionary,2024-07-24,2024-07-26,51.24,2024-09-06,53.68,time,42,4.76,523.81,0.34,0.32,7.04,2024
CMG,Consumer Discretionary,2024-10-29,2024-10-31,55.17,2024-12-12,66.16,time,42,19.92,2191.23,0.27,0.25,6.57,2024
CB,Financials,2022-02-01,2022-02-03,195.3897,2022-03-17,200.4152,time,42,2.57,282.92,3.81,3.28,16.09,2022
CB,Financials,2022-04-26,2022-04-28,201.7254,2022-06-09,195.8107,time,42,-2.93,-322.52,3.82,3.48,9.86,2022
CB,Financials,2022-07-26,2022-07-28,178.6208,2022-09-08,186.0093,time,42,4.14,455.01,4.2,3.62,16.08,2022
CB,Financials,2022-10-25,2022-10-27,197.4682,2022-12-08,209.8578,time,42,6.27,690.17,3.17,2.61,21.57,2022
CB,Financials,2023-07-25,2023-07-27,200.7569,2023-09-07,197.8667,time,42,-1.44,-158.36,4.92,4.42,11.35,2023
CB,Financials,2023-10-24,2023-10-26,211.1946,2023-12-07,217.2908,time,42,2.89,317.52,4.95,4.42,12.05,2023
CB,Financials,2024-01-30,2024-02-01,239.2355,2024-03-14,252.681,time,42,5.62,618.22,5.54,5.12,8.13,2024
CB,Financials,2024-04-23,2024-04-25,238.0868,2024-06-06,258.6833,time,42,8.65,951.6,5.41,5.3,2.11,2024
CB,Financials,2024-07-23,2024-07-25,254.2465,2024-09-05,282.788,time,42,11.23,1234.85,5.38,5.15,4.4,2024
CB,Financials,2024-10-29,2024-10-31,280.8195,2024-12-12,271.8844,time,42,-3.18,-350.0,5.7,5.06,12.58,2024
CHD,Consumer Staples,2022-01-28,2022-02-01,97.5328,2022-03-15,94.014,time,42,-3.61,-396.85,0.64,0.6,6.43,2022
CHD,Consumer Staples,2022-04-28,2022-05-02,92.8644,2022-05-19,84.0455,hard_stop,17,-9.5,-1044.61,0.83,0.77,7.33,2022
CHD,Consumer Staples,2022-07-29,2022-08-02,84.7791,2022-09-06,76.6638,hard_stop,35,-9.57,-1052.95,0.76,0.72,5.8,2022
CHD,Consumer Staples,2022-10-28,2022-11-01,71.2172,2022-12-13,78.6233,time,42,10.4,1143.92,0.76,0.65,16.33,2022
CHD,Consumer Staples,2023-02-03,2023-02-07,79.3233,2023-03-21,81.3348,time,42,2.54,278.94,0.62,0.6,3.15,2023
CHD,Consumer Staples,2023-04-27,2023-05-01,93.1011,2023-06-12,90.8764,time,42,-2.39,-262.86,0.85,0.77,11.08,2023
CHD,Consumer Staples,2023-07-28,2023-08-01,92.4297,2023-09-12,92.2096,time,42,-0.24,-26.2,0.92,0.8,15.41,2023
CHD,Consumer Staples,2023-11-03,2023-11-07,83.8594,2023-12-19,89.9834,time,42,7.3,803.29,0.74,0.69,7.55,2023
CHD,Consumer Staples,2024-05-02,2024-05-06,103.3362,2024-06-17,106.6654,time,42,3.22,354.39,0.96,0.87,10.07,2024
CHD,Consumer Staples,2024-08-02,2024-08-06,97.6969,2024-09-17,101.6047,time,42,4.0,439.99,0.93,0.84,10.09,2024
CIEN,Information Technology,2022-03-07,2022-03-09,60.18,2022-03-11,54.98,hard_stop,2,-8.64,-950.48,0.47,0.45,4.13,2022
CIEN,Information Technology,2022-12-08,2022-12-12,50.78,2023-01-23,51.26,time,42,0.95,103.98,0.61,0.08,684.06,2022
CIEN,Information Technology,2023-03-06,2023-03-08,49.66,2023-04-19,47.01,time,42,-5.34,-586.99,0.64,0.36,77.35,2023
CIEN,Information Technology,2023-06-06,2023-06-08,42.96,2023-07-20,42.24,time,42,-1.68,-184.36,0.74,0.61,20.7,2023
CIEN,Information Technology,2023-08-31,2023-09-05,48.17,2023-10-05,43.75,hard_stop,30,-9.18,-1009.34,0.59,0.51,16.14,2023
CIEN,Information Technology,2023-12-07,2023-12-11,44.57,2024-01-22,51.91,time,42,16.47,1811.53,0.75,0.69,8.74,2023
CIEN,Information Technology,2024-03-07,2024-03-11,54.03,2024-03-18,49.5,hard_stop,7,-8.38,-922.27,0.66,0.48,38.76,2024
CIEN,Information Technology,2024-06-06,2024-06-10,45.02,2024-07-22,50.47,time,42,12.11,1331.63,0.27,0.15,80.14,2024
CIEN,Information Technology,2024-09-04,2024-09-06,52.46,2024-10-18,65.33,time,42,24.53,2698.63,0.35,0.26,34.46,2024
CI,Health Care,2022-02-03,2022-02-07,202.0638,2022-03-21,226.6105,time,42,12.15,1336.28,4.77,4.71,1.21,2022
CI,Health Care,2022-05-06,2022-05-10,243.8359,2022-06-21,235.7008,time,42,-3.34,-367.0,6.01,5.18,16.09,2022
CI,Health Care,2022-08-04,2022-08-08,263.5721,2022-09-19,271.4707,time,42,3.0,329.64,6.22,5.49,13.21,2022
CI,Health Care,2022-11-03,2022-11-07,304.0111,2022-12-19,311.4389,time,42,2.44,268.76,6.04,5.71,5.71,2022
CI,Health Care,2023-02-03,2023-02-07,270.1998,2023-03-21,261.5609,time,42,-3.2,-351.7,4.96,4.87,1.9,2023
CI,Health Care,2023-05-05,2023-05-09,250.6491,2023-05-30,229.4308,hard_stop,21,-8.47,-931.19,5.41,5.24,3.27,2023
CI,Health Care,2023-08-03,2023-08-07,272.7567,2023-09-18,272.2857,time,42,-0.17,-18.99,6.13,6.04,1.57,2023
CI,Health Care,2023-11-02,2023-11-06,296.9531,2023-11-15,270.0337,hard_stop,9,-9.07,-997.17,6.77,6.68,1.35,2023
CI,Health Care,2024-02-02,2024-02-06,308.7128,2024-03-19,339.2397,time,42,9.89,1087.73,6.79,6.54,3.83,2024
CI,Health Care,2024-05-02,2024-05-06,329.699,2024-06-17,322.7812,time,42,-2.1,-230.8,6.47,6.22,4.02,2024
CI,Health Care,2024-08-01,2024-08-05,326.4644,2024-09-16,355.9977,time,42,9.05,995.11,6.72,6.42,4.74,2024
CI,Health Care,2024-10-31,2024-11-04,307.3507,2024-12-12,275.7421,hard_stop,38,-10.28,-1131.26,7.51,7.25,3.52,2024
CINF,Financials,2022-02-15,2022-02-17,114.3466,2022-03-31,122.736,time,42,7.34,807.05,1.97,1.36,45.07,2022
CINF,Financials,2022-04-28,2022-05-02,111.0997,2022-06-13,105.0153,time,42,-5.48,-602.42,1.58,1.45,9.27,2022
CINF,Financials,2022-10-31,2022-11-02,90.2203,2022-12-14,97.2975,time,42,7.84,862.88,0.73,0.67,8.91,2022
CINF,Financials,2023-04-27,2023-05-01,98.1942,2023-05-31,89.436,hard_stop,30,-8.92,-981.12,0.89,0.72,24.33,2023
CINF,Financials,2023-07-27,2023-07-31,102.6436,2023-09-11,98.8991,time,42,-3.65,-401.29,1.21,0.7,73.62,2023
CINF,Financials,2023-10-26,2023-10-30,92.6202,2023-12-11,97.7072,time,42,5.49,604.16,1.66,1.14,45.44,2023
CINF,Financials,2024-02-06,2024-02-08,101.4019,2024-03-21,113.3355,time,42,11.77,1294.55,2.28,1.93,18.2,2024
CINF,Financials,2024-04-25,2024-04-29,106.1352,2024-06-10,109.9213,time,42,3.57,392.4,1.72,1.71,0.75,2024
CINF,Financials,2024-07-25,2024-07-29,119.6709,2024-09-09,132.0424,time,42,10.34,1137.17,1.29,0.96,34.83,2024
CINF,Financials,2024-10-24,2024-10-28,137.3099,2024-12-09,148.4601,time,42,8.12,893.25,5.2,1.43,262.62,2024
CTAS,Industrials,2022-03-23,2022-03-25,99.2671,2022-05-06,92.2824,time,42,-7.04,-773.99,0.67,0.61,10.36,2022
CTAS,Industrials,2022-07-14,2022-07-18,93.9965,2022-08-29,100.5166,time,42,6.94,763.02,0.7,0.67,4.76,2022
CTAS,Industrials,2022-09-28,2022-09-30,94.3938,2022-11-11,107.2483,time,42,13.62,1497.98,0.85,0.79,7.93,2022
CTAS,Industrials,2022-12-21,2022-12-23,109.2639,2023-02-03,107.1781,time,42,-1.91,-209.99,0.78,0.76,2.91,2022
CTAS,Industrials,2023-03-29,2023-03-31,112.5422,2023-05-12,115.4915,time,42,2.62,288.27,0.79,0.76,3.61,2023
CTAS,Industrials,2023-07-13,2023-07-17,120.9427,2023-08-28,121.8481,time,42,0.75,82.35,0.83,0.8,4.38,2023
CTAS,Industrials,2023-09-26,2023-09-28,117.478,2023-11-09,128.4986,time,42,9.38,1031.9,0.93,0.92,0.47,2023
CTAS,Industrials,2023-12-21,2023-12-26,146.1076,2024-02-06,151.2328,time,42,3.51,385.86,0.9,0.87,3.8,2023
CTAS,Industrials,2024-03-27,2024-04-01,168.1922,2024-05-13,169.2863,time,42,0.65,71.55,0.96,0.9,7.12,2024
CTAS,Industrials,2024-07-18,2024-07-22,188.1797,2024-09-03,196.8823,time,43,4.62,508.71,1.0,0.95,5.14,2024
CTAS,Industrials,2024-09-25,2024-09-27,204.5861,2024-11-08,222.3681,time,42,8.69,956.08,1.1,1.0,9.62,2024
CTAS,Industrials,2024-12-19,2024-12-23,184.683,2025-01-14,189.7656,data_end,22,2.75,302.73,1.09,1.01,7.53,2024
CSCO,Information Technology,2022-02-16,2022-02-18,49.0189,2022-04-01,49.1956,time,42,0.36,39.67,0.84,0.81,3.78,2022
CSCO,Information Technology,2022-05-18,2022-05-20,37.2517,2022-07-01,37.9103,time,42,1.77,194.46,0.87,0.86,0.93,2022
CSCO,Information Technology,2022-08-17,2022-08-19,44.0072,2022-08-31,40.1551,hard_stop,12,-8.75,-962.86,0.83,0.82,1.07,2022
CSCO,Information Technology,2022-11-16,2022-11-18,42.5128,2022-12-30,43.1743,time,42,1.56,171.18,0.86,0.84,2.85,2022
CSCO,Information Technology,2023-02-15,2023-02-17,46.8901,2023-03-31,47.758,time,42,1.85,203.58,0.88,0.86,2.84,2023
CSCO,Information Technology,2023-05-17,2023-05-19,44.5733,2023-06-30,47.6197,time,42,6.83,751.81,1.0,0.97,3.25,2023
CSCO,Information Technology,2023-08-16,2023-08-18,50.6608,2023-09-29,49.854,time,42,-1.59,-175.18,1.14,1.06,7.68,2023
CSCO,Information Technology,2023-11-15,2023-11-17,44.8807,2023-12-29,47.1878,time,42,5.14,565.45,1.11,1.03,7.71,2023
CSCO,Information Technology,2024-02-14,2024-02-16,45.8889,2024-04-01,47.1032,time,45,2.65,291.08,0.87,0.84,3.96,2024
CSCO,Information Technology,2024-05-15,2024-05-17,45.7988,2024-06-28,45.087,time,42,-1.55,-170.95,0.88,0.82,7.71,2024
CSCO,Information Technology,2024-08-14,2024-08-16,46.5548,2024-09-27,50.7471,time,42,9.0,990.54,0.87,0.85,2.49,2024
CSCO,Information Technology,2024-11-13,2024-11-15,55.4074,2024-12-27,57.4906,time,42,3.76,413.58,0.68,0.45,51.45,2024
C,Financials,2022-04-14,2022-04-19,45.3598,2022-05-11,41.4208,hard_stop,22,-8.68,-955.24,2.02,1.41,43.5,2022
C,Financials,2022-07-15,2022-07-19,44.2193,2022-08-30,43.0755,time,42,-2.59,-284.52,2.3,1.67,37.48,2022
C,Financials,2022-10-14,2022-10-18,39.1963,2022-11-29,42.2334,time,42,7.75,852.34,1.63,1.43,14.28,2022
C,Financials,2023-04-14,2023-04-18,44.7659,2023-05-04,40.6974,hard_stop,16,-9.09,-999.71,1.86,1.7,9.3,2023
C,Financials,2023-10-12,2023-10-16,38.4647,2023-10-27,35.0629,hard_stop,11,-8.84,-972.82,1.52,1.22,24.2,2023
C,Financials,2024-01-12,2024-01-17,47.4721,2024-02-28,51.6197,time,42,8.74,961.05,0.84,0.69,21.41,2024
C,Financials,2024-04-12,2024-04-16,54.5547,2024-05-28,59.0673,time,42,8.27,909.89,1.79,1.27,41.0,2024
C,Financials,2024-07-12,2024-07-16,61.4792,2024-08-02,55.5772,hard_stop,17,-9.6,-1056.0,1.56,1.39,11.58,2024
C,Financials,2024-10-15,2024-10-17,61.8129,2024-11-29,68.2764,time,43,10.46,1150.21,1.52,1.32,15.76,2024
CFG,Financials,2022-01-19,2022-01-21,42.8198,2022-03-04,40.1134,time,42,-6.32,-695.24,1.26,1.13,11.84,2022
CFG,Financials,2022-04-19,2022-04-21,37.382,2022-04-26,33.2849,hard_stop,5,-10.96,-1205.61,1.07,0.91,17.1,2022
CFG,Financials,2022-07-19,2022-07-21,31.3972,2022-09-01,31.153,time,42,-0.78,-85.54,1.14,1.02,11.91,2022
CFG,Financials,2022-10-19,2022-10-21,30.4897,2022-12-02,35.8329,time,42,17.52,1927.73,1.3,1.27,2.35,2022
CFG,Financials,2023-07-19,2023-07-21,27.667,2023-08-15,25.2395,hard_stop,25,-8.77,-965.15,1.04,1.0,4.29,2023
CFG,Financials,2024-01-17,2024-01-19,28.808,2024-03-01,29.092,time,42,0.99,108.43,0.85,0.84,1.16,2024
CFG,Financials,2024-04-17,2024-04-19,30.3704,2024-05-29,31.838,trail_stop,40,4.83,531.55,0.79,0.76,4.52,2024
CFG,Financials,2024-07-17,2024-07-19,37.7681,2024-08-30,40.4702,time,42,7.15,787.01,0.82,0.79,3.5,2024
CLX,Consumer Staples,2022-05-02,2022-05-04,127.1993,2022-06-07,116.4303,hard_stop,34,-8.47,-931.29,1.31,0.96,36.28,2022
CLX,Consumer Staples,2022-11-01,2022-11-03,120.8705,2022-12-15,129.0337,time,42,6.75,742.91,0.93,0.78,19.65,2022
CLX,Consumer Staples,2023-02-02,2023-02-06,137.2641,2023-03-20,139.0685,time,42,1.31,144.61,0.98,0.66,49.37,2023
CLX,Consumer Staples,2023-05-02,2023-05-04,157.0616,2023-05-23,143.471,hard_stop,19,-8.65,-951.83,1.51,1.22,23.37,2023
CLX,Consumer Staples,2023-08-02,2023-08-04,148.4668,2023-08-21,135.3489,hard_stop,17,-8.84,-971.92,1.67,1.18,41.09,2023
CLX,Consumer Staples,2023-11-01,2023-11-03,113.1112,2023-12-15,129.2608,time,42,14.28,1570.54,0.49,-0.23,312.25,2023
CLX,Consumer Staples,2024-02-01,2024-02-05,142.0228,2024-03-18,136.7318,time,42,-3.73,-409.8,2.16,1.1,95.83,2024
CLX,Consumer Staples,2024-04-30,2024-05-02,129.4614,2024-05-29,118.7539,hard_stop,27,-8.27,-909.78,1.71,1.37,25.15,2024
CLX,Consumer Staples,2024-08-01,2024-08-05,133.3053,2024-09-16,155.0272,time,42,16.29,1792.44,1.82,1.56,16.43,2024
CLX,Consumer Staples,2024-10-30,2024-11-01,149.8138,2024-12-13,155.2362,time,42,3.62,398.14,1.86,1.39,33.57,2024
CME,Financials,2022-02-09,2022-02-11,203.4392,2022-03-08,185.6669,hard_stop,25,-8.74,-960.95,1.66,1.64,1.24,2022
CME,Financials,2022-04-27,2022-04-29,188.0115,2022-05-09,168.8109,hard_stop,10,-10.21,-1123.37,2.11,2.0,5.33,2022
CME,Financials,2022-07-27,2022-07-29,167.3635,2022-09-09,170.2753,time,42,1.74,191.38,1.97,1.93,1.86,2022
CME,Financials,2022-10-26,2022-10-28,146.9991,2022-12-09,152.1178,time,42,3.48,383.03,1.98,1.94,2.24,2022
CME,Financials,2023-02-08,2023-02-10,159.8838,2023-03-24,161.2694,time,42,0.87,95.33,1.92,1.88,2.05,2023
CME,Financials,2023-04-26,2023-04-28,161.6208,2023-06-09,163.3873,time,42,1.09,120.23,2.42,2.38,1.86,2023
CME,Financials,2023-07-26,2023-07-28,176.7083,2023-09-08,182.1827,time,42,3.1,340.78,2.3,2.19,4.99,2023
CME,Financials,2023-10-25,2023-10-27,191.1145,2023-12-08,189.0456,time,42,-1.08,-119.08,2.25,2.22,1.27,2023
CME,Financials,2024-02-14,2024-02-16,194.194,2024-04-01,195.1699,time,45,0.5,55.28,2.37,2.28,3.87,2024
CME,Financials,2024-04-24,2024-04-26,195.0778,2024-06-07,184.5694,time,42,-5.39,-592.54,2.5,2.45,2.0,2024
CME,Financials,2024-07-24,2024-07-26,184.1713,2024-09-06,204.141,time,42,10.84,1192.73,2.56,2.53,1.04,2024
CME,Financials,2024-10-23,2024-10-25,213.5594,2024-12-06,222.7822,time,42,4.32,475.05,2.68,2.65,0.96,2024
CMS,Utilities,2022-02-03,2022-02-07,56.2781,2022-03-21,58.6593,time,42,4.23,465.42,0.47,0.46,2.24,2022
CMS,Utilities,2022-05-03,2022-05-05,60.1294,2022-06-14,55.1135,hard_stop,40,-8.34,-917.61,1.2,1.12,7.62,2022
CMS,Utilities,2022-07-28,2022-08-01,60.4115,2022-09-12,62.3235,time,42,3.17,348.16,0.53,0.45,18.37,2022
CMS,Utilities,2022-10-27,2022-10-31,51.3905,2022-12-12,57.1672,time,42,11.24,1236.48,0.56,0.53,6.27,2022
CMS,Utilities,2023-02-02,2023-02-06,55.9952,2023-03-20,55.8192,time,42,-0.31,-34.58,0.6,0.57,5.26,2023
CMS,Utilities,2023-07-27,2023-07-31,55.8316,2023-08-15,51.246,hard_stop,15,-8.21,-903.45,0.75,0.69,8.04,2023
CMS,Utilities,2023-10-26,2023-10-30,49.752,2023-12-11,53.714,time,42,7.96,875.97,0.61,0.59,3.71,2023
CMS,Utilities,2024-02-01,2024-02-05,52.7522,2024-03-18,54.4155,time,42,3.15,346.84,1.05,1.04,0.62,2024
CMS,Utilities,2024-04-25,2024-04-29,55.7035,2024-06-10,56.935,time,42,2.21,243.18,0.97,0.95,2.48,2024
CMS,Utilities,2024-07-25,2024-07-29,59.3159,2024-09-09,65.5557,time,42,10.52,1157.16,0.66,0.62,6.07,2024
CMS,Utilities,2024-10-31,2024-11-04,64.9297,2024-12-16,63.7425,time,42,-1.83,-201.13,0.84,0.78,8.15,2024
KO,Consumer Staples,2022-02-10,2022-02-14,53.0257,2022-03-28,54.9947,time,42,3.71,408.48,0.45,0.41,9.35,2022
KO,Consumer Staples,2022-04-25,2022-04-27,57.7303,2022-06-08,55.8562,time,42,-3.25,-357.08,0.64,0.58,10.44,2022
KO,Consumer Staples,2022-07-26,2022-07-28,56.2866,2022-09-08,55.571,time,42,-1.27,-139.86,0.7,0.67,4.69,2022
KO,Consumer Staples,2022-10-25,2022-10-27,53.8586,2022-12-08,57.9068,time,42,7.52,826.8,0.69,0.64,8.32,2022
KO,Consumer Staples,2023-04-24,2023-04-26,58.1223,2023-06-07,55.0681,time,42,-5.25,-578.04,0.68,0.65,5.4,2023
KO,Consumer Staples,2023-07-26,2023-07-28,57.6712,2023-09-08,53.746,time,42,-6.81,-748.68,0.78,0.72,8.14,2023
KO,Consumer Staples,2023-10-24,2023-10-26,52.3521,2023-12-07,54.9876,time,42,5.03,553.75,0.74,0.69,6.49,2023
KO,Consumer Staples,2024-04-30,2024-05-02,58.6734,2024-06-13,59.4377,time,42,1.3,143.29,0.72,0.7,3.4,2024
KO,Consumer Staples,2024-07-23,2024-07-25,62.7993,2024-09-05,67.6775,time,42,7.77,854.48,0.84,0.81,4.26,2024
KO,Consumer Staples,2024-10-23,2024-10-25,64.216,2024-12-06,60.3232,time,42,-6.06,-666.81,0.77,0.75,3.18,2024
CTSH,Information Technology,2022-02-02,2022-02-04,79.2317,2022-03-18,85.1933,time,42,7.52,827.67,1.1,1.04,5.59,2022
CTSH,Information Technology,2022-05-04,2022-05-06,67.8333,2022-06-16,61.3443,hard_stop,41,-9.57,-1052.27,1.08,1.04,4.16,2022
CTSH,Information Technology,2022-07-27,2022-07-29,62.6684,2022-09-09,61.3235,time,42,-2.15,-236.05,1.14,1.09,4.35,2022
CTSH,Information Technology,2022-11-02,2022-11-04,49.2479,2022-12-14,54.7576,trail_stop,40,11.19,1230.64,1.17,1.16,0.76,2022
CTSH,Information Technology,2023-05-03,2023-05-05,59.6608,2023-06-16,61.75,time,42,3.5,385.2,1.11,1.05,6.0,2023
CTSH,Information Technology,2023-08-02,2023-08-04,67.2058,2023-09-15,66.8602,time,42,-0.51,-56.56,1.1,0.99,11.37,2023
CTSH,Information Technology,2023-11-01,2023-11-03,61.0289,2023-12-15,72.8812,time,42,19.42,2136.29,1.16,1.09,6.39,2023
CTSH,Information Technology,2024-02-06,2024-02-08,74.7566,2024-03-21,69.7143,time,42,-6.74,-741.95,1.18,1.04,13.94,2024
CTSH,Information Technology,2024-05-01,2024-05-03,64.0472,2024-06-14,61.9872,time,42,-3.22,-353.81,1.12,1.11,1.05,2024
CTSH,Information Technology,2024-07-31,2024-08-02,73.4181,2024-09-13,74.7744,time,42,1.85,203.21,1.17,1.12,4.62,2024
CTSH,Information Technology,2024-10-30,2024-11-01,72.0433,2024-12-13,77.8382,time,42,8.04,884.8,1.25,1.15,9.03,2024
COHR,Information Technology,2022-02-09,2022-02-11,68.04,2022-03-07,62.18,hard_stop,24,-8.61,-947.38,0.92,0.86,6.44,2022
COHR,Information Technology,2022-05-10,2022-05-12,63.13,2022-05-24,57.28,hard_stop,12,-9.27,-1019.33,0.95,0.85,11.22,2022
COHR,Information Technology,2022-08-24,2022-08-26,54.2,2022-08-30,47.84,hard_stop,4,-11.73,-1290.78,0.98,0.94,4.05,2022
COHR,Information Technology,2022-11-09,2022-11-11,36.48,2022-11-16,37.71,trail_stop,5,3.37,370.89,1.04,0.83,24.9,2022
COHR,Information Technology,2023-02-08,2023-02-10,42.38,2023-03-10,38.54,hard_stop,28,-9.06,-996.7,0.95,0.93,2.4,2023
COHR,Information Technology,2023-08-16,2023-08-18,32.62,2023-09-06,34.88,trail_stop,19,6.93,762.11,0.41,0.38,9.19,2023
COHR,Information Technology,2023-11-06,2023-11-08,32.81,2023-12-20,42.77,time,42,30.36,3339.23,0.16,0.12,32.67,2023
COHR,Information Technology,2024-02-05,2024-02-07,59.29,2024-03-11,61.49,trail_stop,33,3.71,408.16,0.36,0.26,40.91,2024
COHR,Information Technology,2024-05-06,2024-05-08,55.49,2024-06-20,70.99,time,43,27.93,3072.62,0.53,0.42,25.58,2024
COHR,Information Technology,2024-08-15,2024-08-19,76.63,2024-09-06,68.54,hard_stop,18,-10.56,-1161.29,0.61,0.6,2.18,2024
COHR,Information Technology,2024-11-06,2024-11-08,108.71,2024-11-14,100.01,hard_stop,6,-8.0,-880.32,0.74,0.61,20.52,2024
COIN,Financials,2022-02-24,2022-02-28,172.5,2022-03-03,178.03,trail_stop,3,3.21,352.64,3.35,2.25,48.53,2022
COIN,Financials,2023-05-04,2023-05-08,55.9,2023-05-12,57.34,trail_stop,4,2.58,283.36,-0.34,-1.76,80.68,2023
COIN,Financials,2023-08-03,2023-08-07,87.2,2023-08-15,79.18,hard_stop,8,-9.2,-1011.7,-0.42,-0.76,44.98,2023
COIN,Financials,2023-11-02,2023-11-06,86.82,2023-12-18,153.43,time,42,76.72,8439.41,-0.01,-0.53,98.13,2023
COIN,Financials,2024-02-15,2024-02-20,179.87,2024-02-21,162.41,hard_stop,1,-9.71,-1067.77,1.04,0.2,420.0,2024
COIN,Financials,2024-05-02,2024-05-06,225.84,2024-05-10,200.92,hard_stop,4,-11.03,-1213.78,4.4,1.27,245.1,2024
CL,Consumer Staples,2022-07-29,2022-08-02,74.4963,2022-09-13,68.931,time,42,-7.47,-821.76,0.72,0.71,1.33,2022
CL,Consumer Staples,2022-10-28,2022-11-01,67.8402,2022-12-13,72.4395,time,42,6.78,745.76,0.74,0.73,1.03,2022
CL,Consumer Staples,2023-04-28,2023-05-02,75.2707,2023-06-13,70.0911,time,42,-6.88,-756.93,0.73,0.7,4.57,2023
CL,Consumer Staples,2023-07-28,2023-08-01,71.3592,2023-09-12,67.9843,time,42,-4.73,-520.23,0.77,0.75,3.28,2023
CL,Consumer Staples,2023-10-27,2023-10-31,70.0373,2023-12-12,74.161,time,42,5.89,647.67,0.86,0.8,7.3,2023
CL,Consumer Staples,2024-01-26,2024-01-30,79.7397,2024-03-12,84.2582,time,42,5.67,623.33,0.87,0.85,2.6,2024
CL,Consumer Staples,2024-04-26,2024-04-30,86.8379,2024-06-11,89.7118,time,42,3.31,364.05,0.86,0.81,5.85,2024
CL,Consumer Staples,2024-07-26,2024-07-30,94.9582,2024-09-10,102.5299,time,42,7.97,877.11,0.91,0.87,4.72,2024
CL,Consumer Staples,2024-10-25,2024-10-29,91.6425,2024-12-10,90.5527,time,42,-1.19,-130.81,0.9,0.89,1.39,2024
